   #           Energy [Eh]      SASA
No   1     -636.5592808907     5713.3
No   2     -636.5445281209     5824.1
No   3     -636.5379772092     6011.2
No   4     -636.5488859104     6001.2
No   5     -636.5358978923     5893.1
No   6     -636.5441686418     5929.7
No   7     -636.5454908580     6010.5
No   8     -636.5441909297     6115.4
No   9     -636.5384505576     6086.2
No  10     -636.5458694696     5807.3
No  11     -636.5445188576     5827.1
No  12     -636.5424026367     5958.4
No  13     -636.5286751259     6044.3
No  14     -636.5398052611     6120.2
No  15     -636.5387707724     6047.3
No  16     -636.5433783170     5757.5
No  17     -636.5349238690     5983.1
No  18     -636.5387748634     5757.3
No  19     -636.5369195289     5923.2
No  20     -636.5296124324     5903.4
