  cluster  E_norm [Eh]  De [kcal]    p
     1   -509.456634     0.0000   0.5293
     2   -509.456022     0.3841   0.2768
     3   -509.455282     0.8486   0.1264
     4   -509.454687     1.2220   0.0673
     5   -509.448724     4.9635   0.0001
     6   -509.448277     5.2443   0.0001
     7   -509.446637     6.2736   0.0000
     8   -509.445671     6.8793   0.0000
     9   -509.445094     7.2413   0.0000
     10  -509.444608     7.5464   0.0000
     11  -509.444021     7.9149   0.0000
     12  -509.443765     8.0754   0.0000
     13  -509.443046     8.5267   0.0000
     14  -509.442891     8.6243   0.0000
     15  -509.442803     8.6789   0.0000
     16  -509.442504     8.8667   0.0000
     17  -509.442353     8.9618   0.0000
     18  -509.442318     8.9834   0.0000
     19  -509.442179     9.0710   0.0000
     20  -509.441554     9.4629   0.0000

Ensemble free energy [Eh]:     -509.4572348329
