  cluster  E_norm [Eh]  De [kcal]    p
     1   -193.005322     0.0000   0.5941
     2   -193.004922     0.2510   0.3889
     3   -193.000941     2.7496   0.0057
     4   -193.000105     3.2737   0.0024
     5   -193.000088     3.2848   0.0023
     6   -192.999822     3.4516   0.0018
     7   -192.999678     3.5416   0.0015
     8   -192.999394     3.7200   0.0011
     9   -192.998713     4.1477   0.0005
     10  -192.998515     4.2718   0.0004
     11  -192.998106     4.5284   0.0003
     12  -192.997954     4.6236   0.0002
     13  -192.997665     4.8052   0.0002
     14  -192.997403     4.9692   0.0001
     15  -192.997396     4.9740   0.0001
     16  -192.997048     5.1923   0.0001
     17  -192.996905     5.2818   0.0001
     18  -192.996283     5.6724   0.0000
     19  -192.996204     5.7216   0.0000
     20  -192.995929     5.8945   0.0000

Ensemble free energy [Eh]:     -193.0058140604
