  cluster  E_norm [Eh]  De [kcal]    p
     1   -178.385346     0.0000   0.9635
     2   -178.381803     2.2237   0.0226
     3   -178.380690     2.9220   0.0069
     4   -178.379664     3.5659   0.0023
     5   -178.379469     3.6884   0.0019
     6   -178.378853     4.0748   0.0010
     7   -178.378028     4.5925   0.0004
     8   -178.377901     4.6720   0.0004
     9   -178.377240     5.0868   0.0002
     10  -178.377060     5.1998   0.0001
     11  -178.376850     5.3318   0.0001
     12  -178.376821     5.3497   0.0001
     13  -178.376629     5.4701   0.0001
     14  -178.376218     5.7284   0.0001
     15  -178.376038     5.8410   0.0001
     16  -178.375331     6.2848   0.0000
     17  -178.375215     6.3574   0.0000
     18  -178.375203     6.3652   0.0000
     19  -178.375036     6.4698   0.0000
     20  -178.374980     6.5052   0.0000
     21  -178.374832     6.5979   0.0000
     22  -178.374501     6.8056   0.0000
     23  -178.374430     6.8501   0.0000
     24  -178.374299     6.9322   0.0000
     25  -178.374023     7.1058   0.0000
     26  -178.373665     7.3303   0.0000
     27  -178.373624     7.3560   0.0000
     28  -178.373489     7.4409   0.0000
     29  -178.373293     7.5635   0.0000
     30  -178.373228     7.6044   0.0000
     31  -178.373112     7.6775   0.0000
     32  -178.373074     7.7008   0.0000
     33  -178.372831     7.8537   0.0000
     34  -178.372795     7.8763   0.0000
     35  -178.372292     8.1918   0.0000
     36  -178.372144     8.2845   0.0000
     37  -178.371681     8.5751   0.0000
     38  -178.371657     8.5902   0.0000
     39  -178.370999     9.0034   0.0000
     40  -178.370938     9.0413   0.0000
     41  -178.370920     9.0528   0.0000
     42  -178.370737     9.1675   0.0000
     43  -178.370701     9.1904   0.0000
     44  -178.370607     9.2493   0.0000
     45  -178.370382     9.3907   0.0000
     46  -178.370373     9.3957   0.0000
     47  -178.370045     9.6018   0.0000
     48  -178.369778     9.7692   0.0000
     49  -178.369715     9.8086   0.0000
     50  -178.369661     9.8430   0.0000
     51  -178.369650     9.8494   0.0000
     52  -178.369323     ******   0.0000
     53  -178.369065     ******   0.0000
     54  -178.368690     ******   0.0000
     55  -178.368541     ******   0.0000
     56  -178.368441     ******   0.0000
     57  -178.367883     ******   0.0000
     58  -178.367682     ******   0.0000
     59  -178.367392     ******   0.0000
     60  -178.367214     ******   0.0000
     61  -178.367173     ******   0.0000
     62  -178.367151     ******   0.0000
     63  -178.366929     ******   0.0000
     64  -178.366919     ******   0.0000
     65  -178.366882     ******   0.0000
     66  -178.366828     ******   0.0000
     67  -178.366668     ******   0.0000
     68  -178.366348     ******   0.0000
     69  -178.366194     ******   0.0000
     70  -178.365278     ******   0.0000
     71  -178.365058     ******   0.0000
     72  -178.365051     ******   0.0000
     73  -178.364870     ******   0.0000
     74  -178.364777     ******   0.0000
     75  -178.364694     ******   0.0000
     76  -178.364594     ******   0.0000
     77  -178.364519     ******   0.0000
     78  -178.364473     ******   0.0000
     79  -178.364314     ******   0.0000
     80  -178.363691     ******   0.0000
     81  -178.363500     ******   0.0000
     82  -178.363446     ******   0.0000
     83  -178.362919     ******   0.0000
     84  -178.362813     ******   0.0000
     85  -178.362738     ******   0.0000
     86  -178.362603     ******   0.0000
     87  -178.362495     ******   0.0000
     88  -178.362283     ******   0.0000
     89  -178.361109     ******   0.0000
     90  -178.360947     ******   0.0000
     91  -178.360893     ******   0.0000
     92  -178.360833     ******   0.0000
     93  -178.359733     ******   0.0000
     94  -178.359344     ******   0.0000
     95  -178.359086     ******   0.0000
     96  -178.358856     ******   0.0000
     97  -178.358104     ******   0.0000
     98  -178.358017     ******   0.0000
     99  -178.357923     ******   0.0000
     100  -178.356280     ******   0.0000
     101  -178.356189     ******   0.0000
     102  -178.356115     ******   0.0000
