  cluster  E_norm [Eh]  De [kcal]    p
     1   -203.845579     0.0000   0.8831
     2   -203.843385     1.3767   0.0865
     3   -203.841421     2.6089   0.0108
     4   -203.841308     2.6799   0.0096
     5   -203.841059     2.8360   0.0074
     6   -203.839269     3.9593   0.0011
     7   -203.838358     4.5314   0.0004
     8   -203.838295     4.5705   0.0004
     9   -203.838094     4.6969   0.0003
     10  -203.837677     4.9584   0.0002
     11  -203.837270     5.2141   0.0001
     12  -203.836330     5.8039   0.0000
     13  -203.836063     5.9709   0.0000
     14  -203.835339     6.4254   0.0000
     15  -203.835229     6.4948   0.0000
     16  -203.835067     6.5965   0.0000
     17  -203.834773     6.7809   0.0000
     18  -203.834744     6.7987   0.0000
     19  -203.834661     6.8507   0.0000
     20  -203.834415     7.0055   0.0000

Ensemble free energy [Eh]:     -203.8456961821
