  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.258865     0.0000   0.8316
     2   -127.257200     1.0444   0.1427
     3   -127.255447     2.1443   0.0223
     4   -127.253272     3.5096   0.0022
     5   -127.252442     4.0304   0.0009
     6   -127.250456     5.2764   0.0001
     7   -127.249933     5.6046   0.0001
     8   -127.249462     5.9002   0.0000
     9   -127.249274     6.0183   0.0000
     10  -127.247285     7.2662   0.0000
     11  -127.246230     7.9282   0.0000
     12  -127.245770     8.2169   0.0000
     13  -127.245120     8.6251   0.0000
     14  -127.245028     8.6827   0.0000
     15  -127.243871     9.4088   0.0000
     16  -127.243102     9.8914   0.0000
     17  -127.240679     ******   0.0000
     18  -127.240207     ******   0.0000
     19  -127.239562     ******   0.0000
     20  -127.235077     ******   0.0000

Ensemble free energy [Eh]:     -127.2590386433
