  cluster  E_norm [Eh]  De [kcal]    p
     1   -142.085839     0.0000   0.4819
     2   -142.085559     0.1759   0.3581
     3   -142.084137     1.0679   0.0795
     4   -142.083094     1.7224   0.0263
     5   -142.083061     1.7437   0.0254
     6   -142.082420     2.1456   0.0129
     7   -142.081881     2.4837   0.0073
     8   -142.080638     3.2637   0.0020
     9   -142.080612     3.2803   0.0019
     10  -142.080108     3.5965   0.0011
     11  -142.079983     3.6746   0.0010
     12  -142.079773     3.8064   0.0008
     13  -142.079231     4.1465   0.0004
     14  -142.078729     4.4616   0.0003
     15  -142.078286     4.7398   0.0002
     16  -142.077997     4.9210   0.0001
     17  -142.077983     4.9299   0.0001
     18  -142.077802     5.0435   0.0001
     19  -142.077719     5.0956   0.0001
     20  -142.077482     5.2443   0.0001
     21  -142.077418     5.2846   0.0001
     22  -142.077368     5.3157   0.0001
     23  -142.077317     5.3476   0.0001
     24  -142.077175     5.4371   0.0000
     25  -142.077164     5.4437   0.0000
     26  -142.076865     5.6315   0.0000
     27  -142.076816     5.6624   0.0000
     28  -142.076798     5.6733   0.0000
     29  -142.076571     5.8162   0.0000
     30  -142.076297     5.9877   0.0000
     31  -142.076154     6.0775   0.0000
     32  -142.076145     6.0830   0.0000
     33  -142.075883     6.2475   0.0000
     34  -142.075860     6.2619   0.0000
     35  -142.075715     6.3531   0.0000
     36  -142.075637     6.4018   0.0000
     37  -142.075193     6.6809   0.0000
     38  -142.075192     6.6811   0.0000
     39  -142.074966     6.8229   0.0000
     40  -142.074861     6.8891   0.0000
     41  -142.074828     6.9098   0.0000
     42  -142.074600     7.0526   0.0000
     43  -142.074456     7.1432   0.0000
     44  -142.074308     7.2360   0.0000
     45  -142.074233     7.2833   0.0000
     46  -142.074221     7.2907   0.0000
     47  -142.074160     7.3290   0.0000
     48  -142.074026     7.4129   0.0000
     49  -142.073851     7.5230   0.0000
     50  -142.073835     7.5326   0.0000
     51  -142.073809     7.5491   0.0000
     52  -142.073805     7.5513   0.0000
     53  -142.073780     7.5672   0.0000
     54  -142.073739     7.5928   0.0000
     55  -142.073700     7.6178   0.0000
     56  -142.073619     7.6686   0.0000
     57  -142.073553     7.7101   0.0000
     58  -142.073346     7.8394   0.0000
     59  -142.073328     7.8508   0.0000
     60  -142.073076     8.0093   0.0000
