  cluster  E_norm [Eh]  De [kcal]    p
     1   -320.543065     0.0000   0.9788
     2   -320.539234     2.4040   0.0169
     3   -320.537541     3.4668   0.0028
     4   -320.536167     4.3286   0.0007
     5   -320.535783     4.5700   0.0004
     6   -320.535184     4.9460   0.0002
     7   -320.534094     5.6296   0.0001
     8   -320.533039     6.2917   0.0000
     9   -320.532589     6.5738   0.0000
     10  -320.532337     6.7322   0.0000
     11  -320.532249     6.7873   0.0000
     12  -320.531144     7.4811   0.0000
     13  -320.530246     8.0441   0.0000
     14  -320.528937     8.8659   0.0000
     15  -320.528913     8.8806   0.0000
     16  -320.528383     9.2134   0.0000
     17  -320.528320     9.2531   0.0000
     18  -320.527252     9.9233   0.0000
     19  -320.527209     9.9498   0.0000
     20  -320.526281     ******   0.0000

Ensemble free energy [Eh]:     -320.5430856951
