   #           Energy [Eh]      SASA
No   1     -356.3678266826     4182.4
No   2     -356.3602282100     4282.4
No   3     -356.3534629213     4075.0
No   4     -356.3513099457     4345.5
No   5     -356.3525373295     4348.2
No   6     -356.3540150866     4181.4
No   7     -356.3475426615     3914.7
No   8     -356.3458949964     3996.2
No   9     -356.3457482839     4416.0
No  10     -356.3415828089     4274.5
No  11     -356.3535420552     4040.2
No  12     -356.3451666021     4258.0
No  13     -356.3389765914     4170.4
No  14     -356.3506718986     4216.7
No  15     -356.3451197121     4321.7
No  16     -356.3385107923     4294.1
No  17     -356.3392441874     4015.1
No  18     -356.3485196112     4002.9
No  19     -356.3325231996     4097.3
No  20     -356.3378683892     4106.6
