  cluster  E_norm [Eh]  De [kcal]    p
     1   -407.336425     0.0000   0.9948
     2   -407.331145     3.3134   0.0037
     3   -407.329612     4.2753   0.0007
     4   -407.329209     4.5283   0.0005
     5   -407.328358     5.0624   0.0002
     6   -407.326954     5.9432   0.0000
     7   -407.325151     7.0745   0.0000
     8   -407.324789     7.3021   0.0000
     9   -407.322738     8.5890   0.0000
     10  -407.322314     8.8548   0.0000
     11  -407.320248     ******   0.0000
     12  -407.319113     ******   0.0000
     13  -407.318449     ******   0.0000
     14  -407.318420     ******   0.0000
     15  -407.316925     ******   0.0000
     16  -407.316237     ******   0.0000
     17  -407.315363     ******   0.0000
     18  -407.315243     ******   0.0000
     19  -407.313190     ******   0.0000
     20  -407.312665     ******   0.0000

Ensemble free energy [Eh]:     -407.3364302310
