   #           Energy [Eh]      SASA
No   1     -127.2120709352     2174.1
No   2     -127.2189276432     2035.8
No   3     -127.2024704263     2236.1
No   4     -127.2094174133     2175.4
No   5     -127.2157848200     2086.2
No   6     -127.2170843061     2216.8
No   7     -127.2105805447     2057.8
No   8     -127.2097069709     2026.5
No   9     -127.2191305006     2043.0
No  10     -127.2178782206     2200.7
No  11     -127.2219660868     2002.5
No  12     -127.2128351315     2050.5
No  13     -127.2205054695     2172.6
No  14     -127.2146554479     2088.9
No  15     -127.2071535586     2157.0
No  16     -127.2136141553     2079.7
No  17     -127.2127706370     2159.6
No  18     -127.2085661350     2150.6
No  19     -127.2014495351     2269.0
No  20     -127.2062015771     2320.2
