  #       H(T)       SVIB      SROT       STRA      G(T)
       [kcal/mol]    [      cal/mol/K        ]    [kcal/mol]
  --------------------------------------------------------
  1      665.08    367.19     39.22     45.58    530.32
  2      664.36    370.32     39.21     45.58    528.67
  3      665.30    366.90     38.98     45.58    530.69
  4      664.91    377.24     39.05     45.58    527.20
  5      664.59    381.68     39.43     45.58    525.44
  6      665.05    371.33     39.21     45.58    529.06
  7      664.44    376.56     39.35     45.58    526.85
  8      664.96    380.79     39.34     45.58    526.11
  9      664.47    376.98     39.29     45.58    526.77
  10      664.57    372.26     39.09     45.58    528.34
  11      664.76    371.79     39.25     45.58    528.62
  12      664.63    383.80     39.29     45.58    524.89
  13      664.46    374.26     39.11     45.58    527.62
  14      665.13    378.53     39.01     45.58    527.05
  15      664.83    380.14     39.18     45.58    526.22
  16      664.65    385.45     39.15     45.58    524.47
  17      664.20    378.88     39.08     45.58    525.99
  18      664.83    385.09     38.99     45.58    524.80
  19      665.07    375.36     39.09     45.58    527.91
  20      664.73    376.78     39.19     45.58    527.12
