   #           Energy [Eh]      SASA
No   1     -636.5728285152     5177.3
No   2     -636.5822498670     5400.7
No   3     -636.5878924145     5260.4
No   4     -636.5602751762     5403.2
No   5     -636.5942834492     5412.0
No   6     -636.5750686677     5724.9
No   7     -636.5720194090     5140.9
No   8     -636.5962203482     5596.4
No   9     -636.5833813750     5303.1
No  10     -636.5676438844     5346.2
No  11     -636.5758645354     5399.3
No  12     -636.5845972028     5417.5
No  13     -636.5982490263     5256.0
No  14     -636.5717999687     5478.2
No  15     -636.5854954199     5240.4
No  16     -636.5608712084     5187.4
No  17     -636.5768930593     5328.0
No  18     -636.5774409777     5428.2
No  19     -636.5792957250     5213.6
No  20     -636.5716759465     5365.0
