  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.235774     0.0000   0.9970
     2   -127.229642     3.8476   0.0015
     3   -127.229607     3.8694   0.0015
     4   -127.226819     5.6191   0.0001

Ensemble free energy [Eh]:     -127.2357765699
