   #           Energy [Eh]      SASA
No   1     -203.5864433492     2945.9
No   2     -203.5781576808     2879.2
No   3     -203.5899802077     3034.2
No   4     -203.5824820334     2816.5
No   5     -203.5811858934     2982.7
No   6     -203.5770671260     2951.0
No   7     -203.5820066937     3067.4
No   8     -203.5762050410     3070.5
No   9     -203.5779804361     2748.9
No  10     -203.5728747808     3011.1
No  11     -203.5762529084     2847.1
No  12     -203.5756731795     2850.3
No  13     -203.5689682850     2786.2
No  14     -203.5703117522     3049.4
No  15     -203.5680554412     2828.6
No  16     -203.5728208490     2922.4
No  17     -203.5814462223     2916.3
No  18     -203.5559360654     3041.2
No  19     -203.5693421422     2839.6
No  20     -203.5653124189     2919.2
