  cluster  E_norm [Eh]  De [kcal]    p
     1   -305.476080     0.0000   0.9979
     2   -305.470003     3.8137   0.0016
     3   -305.468649     4.6633   0.0004
     4   -305.466574     5.9654   0.0000
     5   -305.465890     6.3942   0.0000
     6   -305.465010     6.9469   0.0000
     7   -305.464045     7.5523   0.0000
     8   -305.462490     8.5278   0.0000
     9   -305.462076     8.7881   0.0000
     10  -305.461519     9.1373   0.0000
     11  -305.461136     9.3774   0.0000
     12  -305.461017     9.4522   0.0000
     13  -305.460686     9.6601   0.0000
     14  -305.460082     ******   0.0000
     15  -305.459771     ******   0.0000
     16  -305.459355     ******   0.0000
     17  -305.459321     ******   0.0000
     18  -305.458173     ******   0.0000
     19  -305.455737     ******   0.0000
     20  -305.448210     ******   0.0000

Ensemble free energy [Eh]:     -305.4760822222
