   #           Energy [Eh]      SASA
No   1     -152.6734957067     2363.0
No   2     -152.6654382344     2280.3
No   3     -152.6637561978     2487.0
No   4     -152.6642178272     2412.3
No   5     -152.6634594810     2443.8
No   6     -152.6645570660     2288.9
No   7     -152.6641869108     2376.8
No   8     -152.6617732836     2437.1
No   9     -152.6627515833     2363.6
No  10     -152.6639756830     2323.8
No  11     -152.6598457642     2474.0
No  12     -152.6678022179     2304.2
No  13     -152.6645330820     2283.2
No  14     -152.6589036707     2359.9
No  15     -152.6665523629     2184.4
No  16     -152.6670732511     2277.4
No  17     -152.6701553463     2373.3
No  18     -152.6641465419     2473.5
No  19     -152.6645297447     2385.8
No  20     -152.6662809978     2484.2
