  cluster  E_norm [Eh]  De [kcal]    p
     1   -193.229442     0.0000   0.4302
     2   -193.229073     0.2317   0.2909
     3   -193.228813     0.3951   0.2208
     4   -193.227157     1.4342   0.0382
     5   -193.225184     2.6720   0.0047
     6   -193.225015     2.7779   0.0040
     7   -193.224917     2.8397   0.0036
     8   -193.224813     2.9050   0.0032
     9   -193.224315     3.2172   0.0019
     10  -193.223342     3.8277   0.0007
     11  -193.223080     3.9924   0.0005
     12  -193.222671     4.2493   0.0003
     13  -193.222614     4.2845   0.0003
     14  -193.222584     4.3035   0.0003
     15  -193.221651     4.8893   0.0001
     16  -193.221100     5.2349   0.0001
     17  -193.220919     5.3485   0.0001
     18  -193.220887     5.3685   0.0000
     19  -193.220743     5.4589   0.0000
     20  -193.220607     5.5439   0.0000

Ensemble free energy [Eh]:     -193.2302387049
