  cluster  E_norm [Eh]  De [kcal]    p
     1   -178.155025     0.0000   0.4722
     2   -178.154932     0.0583   0.4280
     3   -178.153025     1.2547   0.0568
     4   -178.151949     1.9300   0.0182
     5   -178.151680     2.0992   0.0137
     6   -178.150979     2.5388   0.0065
     7   -178.149836     3.2561   0.0019
     8   -178.148855     3.8718   0.0007
     9   -178.148636     4.0093   0.0005
     10  -178.148505     4.0916   0.0005
     11  -178.148433     4.1364   0.0004
     12  -178.148372     4.1749   0.0004
     13  -178.145701     5.8507   0.0000
     14  -178.145682     5.8627   0.0000
     15  -178.145431     6.0201   0.0000
     16  -178.145415     6.0303   0.0000
     17  -178.144963     6.3142   0.0000
     18  -178.144872     6.3712   0.0000
     19  -178.142812     7.6639   0.0000
     20  -178.135788     ******   0.0000

Ensemble free energy [Eh]:     -178.1557333070
