  cluster  E_norm [Eh]  De [kcal]    p
     1   -891.295405     0.0000   0.8322
     2   -891.293862     0.9686   0.1623
     3   -891.290625     2.9993   0.0053
     4   -891.287404     5.0207   0.0002
     5   -891.286616     5.5150   0.0001
     6   -891.284732     6.6977   0.0000
     7   -891.283116     7.7113   0.0000
     8   -891.282437     8.1377   0.0000
     9   -891.281559     8.6887   0.0000
     10  -891.281249     8.8828   0.0000
     11  -891.280480     9.3653   0.0000
     12  -891.279849     9.7618   0.0000
     13  -891.279771     9.8107   0.0000
     14  -891.277918     ******   0.0000
     15  -891.273069     ******   0.0000
     16  -891.272702     ******   0.0000
     17  -891.272344     ******   0.0000
     18  -891.267410     ******   0.0000
     19  -891.263242     ******   0.0000
     20  -891.260557     ******   0.0000

Ensemble free energy [Eh]:     -891.2955784794
