  cluster  E_norm [Eh]  De [kcal]    p
     1   -244.156193     0.0000   0.7809
     2   -244.154098     1.3149   0.0849
     3   -244.154083     1.3242   0.0835
     4   -244.153542     1.6638   0.0471
     5   -244.150638     3.4863   0.0022
     6   -244.149985     3.8958   0.0011
     7   -244.148639     4.7404   0.0003
     8   -244.147408     5.5129   0.0001
     9   -244.146319     6.1962   0.0000
     10  -244.145424     6.7575   0.0000
     11  -244.144449     7.3694   0.0000
     12  -244.144250     7.4944   0.0000
     13  -244.143778     7.7910   0.0000
     14  -244.143367     8.0485   0.0000
     15  -244.143113     8.2080   0.0000
     16  -244.142771     8.4228   0.0000
     17  -244.142602     8.5288   0.0000
     18  -244.141996     8.9091   0.0000
     19  -244.141843     9.0048   0.0000
     20  -244.141451     9.2509   0.0000

Ensemble free energy [Eh]:     -244.1564268862
