   #   Energy       Run. Aver.   Diff / au.
    1 -440.64792926  -0.70221710  -0.70221710
    2 -397.76674144  -1.01915789  -0.31694079
    3 -390.66294814  -0.99260585   0.02655204
    4 -386.25840794  -0.89170185   0.10090400
    5 -386.13383957  -0.81624935   0.07545249
    6 -388.71656838  -0.77087558   0.04537377
    7 -390.08380512  -0.74307397   0.02780162
    8 -394.12114840  -0.72522351   0.01785045
    9 -395.66566107  -0.71271899   0.01250452
   10 -390.61526525  -0.70244514   0.01027385
   11 -392.69222149  -0.69454294   0.00790220
   12 -390.00375750  -0.68779839   0.00674455
   13 -390.37048137  -0.68222546   0.00557293
   14 -392.92589142  -0.67782323   0.00440223
   15 -391.47645688  -0.67393203   0.00389121
   16 -389.43967886  -0.67035630   0.00357573
   17 -391.49623061  -0.66741259   0.00294371
   18 -388.41518860  -0.66455829   0.00285430
   19 -389.23898978  -0.66207824   0.00248004
   20 -390.30088966  -0.65994953   0.00212871
   21 -389.55062967  -0.65798334   0.00196618
   22 -388.70962135  -0.65614237   0.00184097
   23 -386.87081686  -0.65433952   0.00180285
   24 -387.64174757  -0.65273969   0.00159983
   25 -388.45637565  -0.65132789   0.00141180
   26 -391.18379950  -0.65019910   0.00112880
   27 -391.29343470  -0.64917087   0.00102823
   28 -390.38007943  -0.64816769   0.00100318
   29 -390.43878650  -0.64723779   0.00092990
   30 -390.63469309  -0.64638273   0.00085506
