   #   Energy       Run. Aver.   Diff / au.
    1 -440.69398514  -0.70229049  -0.70229049
    2 *************  -5.80106652  -5.09877603
    3 -390.90150092  -5.77461673   0.02644979
    4 -386.55522983  -4.47835383   1.29626290
    5 -384.15371350  -3.44586805   1.03248578
    6 -381.29099691  -2.80074672   0.64512134
    7 -384.28764132  -2.39596575   0.40478097
    8 -386.51948764  -2.12286715   0.27309860
    9 -389.80617265  -1.92567047   0.19719668
   10 -387.59986397  -1.77515172   0.15051875
   11 -391.36801397  -1.65678936   0.11836236
   12 -392.12555494  -1.56093437   0.09585499
   13 -390.92612613  -1.48141060   0.07952377
   14 -392.43651831  -1.41458581   0.06682479
   15 -392.48447569  -1.35752269   0.05706312
   16 -392.22945197  -1.30817716   0.04934553
   17 -392.22030469  -1.26509011   0.04308705
   18 -390.58496845  -1.22699341   0.03809669
   19 -389.85010831  -1.19310791   0.03388550
   20 -388.56096288  -1.16271881   0.03038911
   21 -388.62538578  -1.13539528   0.02732352
   22 -389.92340704  -1.11078908   0.02460620
   23 -386.19728180  -1.08818253   0.02260656
   24 -389.99848823  -1.06779557   0.02038696
   25 -389.23270163  -1.04907954   0.01871603
   26 -385.95626352  -1.03166664   0.01741289
   27 -382.89727380  -1.01541131   0.01625533
   28 -380.98768233  -1.00024973   0.01516158
   29 -385.34705589  -0.98641105   0.01383868
   30 -383.79352808  -0.97345652   0.01295453
   31 -381.97548158  -0.96127283   0.01218369
   32 -385.45544313  -0.95004801   0.01122482
   33 -388.14679582  -0.93966251   0.01038550
   34 -390.49105025  -0.93002248   0.00964003
   35 -393.66534488  -0.92109914   0.00892334
   36 -394.20300363  -0.91271525   0.00838389
   37 -394.00292881  -0.90479050   0.00792475
   38 -393.74464554  -0.89728410   0.00750640
   39 -394.21766535  -0.89019270   0.00709140
   40 -394.88594502  -0.88349286   0.00669983
   41 -394.52803074  -0.87711549   0.00637737
   42 -394.39427633  -0.87104440   0.00607109
   43 -394.29608557  -0.86525918   0.00578523
   44 -395.25685808  -0.85977821   0.00548097
   45 -395.19149418  -0.85454529   0.00523292
   46 -395.67685222  -0.84956209   0.00498320
   47 -394.93114418  -0.84477097   0.00479112
   48 -395.11331647  -0.84018953   0.00458144
   49 -395.13010586  -0.83579992   0.00438961
   50 -394.35958608  -0.83156517   0.00423475
   51 -395.04401128  -0.82752091   0.00404426
   52 -394.80313518  -0.82362848   0.00389243
   53 -393.90903847  -0.81985891   0.00376957
   54 -393.93681486  -0.81623205   0.00362686
   55 -393.07360977  -0.81271467   0.00351739
   56 -390.83978952  -0.80926129   0.00345338
   57 -394.55526441  -0.80603408   0.00322721
   58 -394.38597103  -0.80291740   0.00311668
   59 -395.31758896  -0.79993341   0.00298399
   60 -395.36932098  -0.79705247   0.00288094
