  cluster  E_norm [Eh]  De [kcal]    p
     1   -178.162119     0.0000   0.6362
     2   -178.161469     0.4082   0.3195
     3   -178.158643     2.1813   0.0160
     4   -178.158620     2.1960   0.0156
     5   -178.157715     2.7640   0.0060
     6   -178.157447     2.9315   0.0045
     7   -178.155943     3.8753   0.0009
     8   -178.155168     4.3621   0.0004
     9   -178.155152     4.3719   0.0004
     10  -178.154711     4.6486   0.0002
     11  -178.153524     5.3936   0.0001
     12  -178.153244     5.5691   0.0001
     13  -178.153222     5.5833   0.0001
     14  -178.152417     6.0884   0.0000
     15  -178.151902     6.4114   0.0000
     16  -178.151299     6.7899   0.0000
     17  -178.147404     9.2340   0.0000
     18  -178.147007     9.4829   0.0000
     19  -178.144350     ******   0.0000
     20  -178.137619     ******   0.0000

Ensemble free energy [Eh]:     -178.1625461684
