   #   Energy       Run. Aver.   Diff / au.
    1 -440.35417857  -0.70174898  -0.70174898
    2 -397.14638703  -1.01819547  -0.31644649
    3 -390.42253027  -0.99167176   0.02652371
    4 -385.69477056  -0.89078381   0.10088795
    5 -386.41494843  -0.81560773   0.07517608
    6 -387.34892981  -0.77002372   0.04558401
    7 -389.94707358  -0.74228263   0.02774108
    8 -388.84718561  -0.72348809   0.01879454
    9 -394.06931979  -0.71078884   0.01269925
   10 -388.56012350  -0.70036102   0.01042782
   11 -391.42721192  -0.69245103   0.00790999
   12 -396.37246533  -0.68672591   0.00572511
   13 -387.19734396  -0.68092492   0.00580099
   14 -390.61665682  -0.67633645   0.00458848
   15 -391.62376512  -0.67254759   0.00378885
   16 -389.70587400  -0.66909130   0.00345629
   17 -392.60695393  -0.66633314   0.00275816
   18 -388.46749441  -0.66355375   0.00277939
   19 -388.08358575  -0.66103362   0.00252014
   20 -387.00237001  -0.65869230   0.00234131
   21 -387.35117649  -0.65660895   0.00208335
   22 -389.91207368  -0.65491223   0.00169672
   23 -390.72938614  -0.65343649   0.00147574
   24 -390.91041179  -0.65210495   0.00133154
   25 -390.87420419  -0.65088339   0.00122155
   26 -392.99560065  -0.64989006   0.00099333
   27 -392.44623114  -0.64894634   0.00094373
   28 -392.97346441  -0.64810180   0.00084454
   29 -392.36964797  -0.64728574   0.00081605
   30 -392.43267026  -0.64652839   0.00075735
   31 -394.90580987  -0.64594893   0.00057946
   32 -394.53707277  -0.64539288   0.00055605
   33 -398.08607086  -0.64504262   0.00035026
   34 -396.86364768  -0.64466173   0.00038090
   35 -396.40403890  -0.64428079   0.00038093
   36 -398.84150941  -0.64402892   0.00025187
   37 -398.81927665  -0.64379319   0.00023573
   38 -398.59278121  -0.64356080   0.00023239
   39 -398.35921195  -0.64333087   0.00022993
   40 -398.18917945  -0.64310572   0.00022515
   41 -397.68975210  -0.64287225   0.00023346
   42 -398.22992590  -0.64267020   0.00020205
   43 -399.92844503  -0.64254123   0.00012897
   44 -398.97788582  -0.64238536   0.00015588
   45 -393.92620680  -0.64205691   0.00032844
   46 -393.33568267  -0.64171854   0.00033837
   47 -393.81464060  -0.64141060   0.00030794
   48 -392.37688492  -0.64106838   0.00034221
   49 -392.47530752  -0.64074264   0.00032574
   50 -393.11789091  -0.64045074   0.00029190
   51 -392.29894645  -0.64014535   0.00030538
   52 -394.74894276  -0.63992654   0.00021881
   53 -395.73008974  -0.63974712   0.00017942
   54 -395.34949779  -0.63956384   0.00018328
   55 -394.88859061  -0.63937380   0.00019004
   56 -394.36796817  -0.63917561   0.00019819
   57 -393.79073942  -0.63896809   0.00020752
   58 -393.89407143  -0.63877041   0.00019768
   59 -394.13896799  -0.63858621   0.00018420
   60 -394.27483304  -0.63841199   0.00017423
   61 -394.35664653  -0.63824578   0.00016621
   62 -394.48199271  -0.63808828   0.00015750
   63 -393.89409275  -0.63792104   0.00016723
   64 -395.20364304  -0.63779149   0.00012955
   65 -396.00783132  -0.63768622   0.00010527
   66 -395.71440633  -0.63757743   0.00010880
   67 -395.75120172  -0.63747270   0.00010473
   68 -395.51366626  -0.63736555   0.00010715
   69 -395.23518247  -0.63725504   0.00011051
   70 -394.78407837  -0.63713736   0.00011767
   71 -393.56482084  -0.63699554   0.00014183
   72 -393.26827382  -0.63685075   0.00014479
   73 -393.33702716  -0.63671139   0.00013936
   74 -392.93162540  -0.63656715   0.00014425
   75 -392.34946274  -0.63641431   0.00015284
   76 -390.21074162  -0.63622053   0.00019377
   77 -390.20865424  -0.63603122   0.00018932
   78 -391.13507032  -0.63586574   0.00016548
   79 -391.51959475  -0.63571251   0.00015323
   80 -390.84275522  -0.63554979   0.00016273
   81 -391.36457251  -0.63540122   0.00014856
   82 -391.51073520  -0.63525930   0.00014192
   83 -391.44618911  -0.63511964   0.00013966
   84 -390.96806556  -0.63497425   0.00014538
   85 -391.20715251  -0.63483671   0.00013755
   86 -390.79819064  -0.63469487   0.00014183
   87 -390.28892733  -0.63454692   0.00014795
   88 -389.07673851  -0.63438031   0.00016661
   89 -389.31817143  -0.63422156   0.00015875
   90 -390.93118309  -0.63409498   0.00012658
