  cluster  E_norm [Eh]  De [kcal]    p
     1   -218.684192     0.0000   0.6269
     2   -218.683412     0.4891   0.2745
     3   -218.682076     1.3279   0.0666
     4   -218.681263     1.8382   0.0282
     5   -218.678365     3.6566   0.0013
     6   -218.678297     3.6994   0.0012
     7   -218.677305     4.3218   0.0004
     8   -218.677122     4.4367   0.0004
     9   -218.676276     4.9672   0.0001
     10  -218.675819     5.2538   0.0001
     11  -218.675203     5.6404   0.0000
     12  -218.675107     5.7011   0.0000
     13  -218.675038     5.7440   0.0000
     14  -218.675007     5.7639   0.0000
     15  -218.674965     5.7898   0.0000
     16  -218.674359     6.1704   0.0000
     17  -218.674192     6.2753   0.0000
     18  -218.673843     6.4940   0.0000
     19  -218.673837     6.4977   0.0000
     20  -218.672013     7.6422   0.0000
     21  -218.671882     7.7248   0.0000
     22  -218.671814     7.7672   0.0000
     23  -218.671032     8.2577   0.0000
     24  -218.671004     8.2756   0.0000
     25  -218.670002     8.9042   0.0000
     26  -218.669917     8.9579   0.0000
     27  -218.668879     9.6088   0.0000
     28  -218.668842     9.6325   0.0000
     29  -218.668793     9.6629   0.0000
     30  -218.667997     ******   0.0000
     31  -218.667265     ******   0.0000
     32  -218.667127     ******   0.0000
     33  -218.666910     ******   0.0000
     34  -218.666218     ******   0.0000
     35  -218.666052     ******   0.0000
     36  -218.665770     ******   0.0000
     37  -218.664911     ******   0.0000
     38  -218.664643     ******   0.0000
     39  -218.664432     ******   0.0000
     40  -218.664105     ******   0.0000
     41  -218.663806     ******   0.0000
     42  -218.663390     ******   0.0000
     43  -218.662740     ******   0.0000
     44  -218.662548     ******   0.0000
     45  -218.662176     ******   0.0000
     46  -218.662091     ******   0.0000
     47  -218.661662     ******   0.0000
     48  -218.661064     ******   0.0000
     49  -218.660993     ******   0.0000
     50  -218.656796     ******   0.0000
     51  -218.655707     ******   0.0000
