   #           Energy [Eh]      SASA
No   1     -203.6211388962     3068.8
No   2     -203.6141201833     2828.5
No   3     -203.6137309753     2861.3
No   4     -203.6182323203     2859.8
No   5     -203.6086798481     2909.7
No   6     -203.6129365213     2782.5
No   7     -203.6199025207     2829.1
No   8     -203.6049040499     3080.5
No   9     -203.6195089241     2774.4
No  10     -203.6142899404     2873.6
No  11     -203.6145393434     2869.8
No  12     -203.6174926143     2770.4
No  13     -203.6085856916     2784.5
No  14     -203.6147853364     2898.1
No  15     -203.6153575415     2890.4
No  16     -203.6110724219     2970.8
No  17     -203.6122614684     2711.2
No  18     -203.6115016837     2914.3
No  19     -203.6046322124     2720.0
No  20     -203.6131064544     2891.3
