  cluster  E_norm [Eh]  De [kcal]    p
     1   -203.621139     0.0000   0.6573
     2   -203.619903     0.7758   0.1774
     3   -203.619509     1.0228   0.1169
     4   -203.618232     1.8239   0.0303
     5   -203.617493     2.2881   0.0138
     6   -203.615358     3.6279   0.0014
     7   -203.614785     3.9869   0.0008
     8   -203.614539     4.1413   0.0006
     9   -203.614290     4.2978   0.0005
     10  -203.614120     4.4043   0.0004
     11  -203.613731     4.6485   0.0003
     12  -203.613106     5.0404   0.0001
     13  -203.612937     5.1471   0.0001
     14  -203.612261     5.5707   0.0001
     15  -203.611502     6.0474   0.0000
     16  -203.611072     6.3168   0.0000
     17  -203.608680     7.8182   0.0000
     18  -203.608586     7.8773   0.0000
     19  -203.604904     ******   0.0000
     20  -203.604632     ******   0.0000

Ensemble free energy [Eh]:     -203.6215351603
