  cluster  E_norm [Eh]  De [kcal]    p
     1   -178.124744     0.0000   0.7727
     2   -178.123399     0.8441   0.1859
     3   -178.120895     2.4154   0.0131
     4   -178.120797     2.4767   0.0118
     5   -178.120562     2.6241   0.0092
     6   -178.119375     3.3694   0.0026
     7   -178.119328     3.3986   0.0025
     8   -178.118521     3.9048   0.0011
     9   -178.118500     3.9184   0.0010
     10  -178.115923     5.5354   0.0001
     11  -178.114712     6.2955   0.0000
     12  -178.114304     6.5515   0.0000
     13  -178.113483     7.0664   0.0000
     14  -178.111762     8.1463   0.0000
     15  -178.111314     8.4277   0.0000
     16  -178.109919     9.3030   0.0000
     17  -178.107448     ******   0.0000
     18  -178.107247     ******   0.0000
     19  -178.106856     ******   0.0000
     20  -178.104005     ******   0.0000

Ensemble free energy [Eh]:     -178.1249876277
