  #       H(T)       SVIB      SROT       STRA      G(T)
       [kcal/mol]    [      cal/mol/K        ]    [kcal/mol]
  --------------------------------------------------------
  1     1072.02    584.59     41.30     46.96    871.41
  2     1071.11    589.97     41.42     46.96    868.86
  3     1071.10    592.20     41.33     46.96    868.21
  4     1070.99    591.51     41.43     46.96    868.27
  5     1071.51    595.13     41.31     46.96    867.75
  6     1071.49    589.53     41.40     46.96    869.37
  7     1071.94    595.39     41.24     46.96    868.12
  8     1071.42    598.18     41.28     46.96    866.77
  9     1070.94    595.67     41.51     46.96    866.96
  10     1071.61    597.33     41.38     46.96    867.18
  11     1071.32    600.04     41.35     46.96    866.08
  12     1071.82    591.14     41.37     46.96    869.25
  13     1071.27    603.53     41.32     46.96    865.01
  14     1071.60    601.27     41.23     46.96    866.04
  15     1071.55    594.98     41.37     46.96    867.81
  16     1071.69    594.95     41.27     46.96    868.00
  17     1071.38    601.37     41.32     46.96    865.76
  18     1071.61    600.59     41.45     46.96    866.18
  19     1071.68    597.25     41.41     46.96    867.26
  20     1071.82    600.74     41.33     46.96    866.39
