  cluster  E_norm [Eh]  De [kcal]    p
     1   -422.410706     0.0000   0.7945
     2   -422.408714     1.2500   0.0963
     3   -422.408644     1.2939   0.0895
     4   -422.406590     2.5825   0.0102
     5   -422.405823     3.0642   0.0045
     6   -422.405390     3.3355   0.0029
     7   -422.404283     4.0300   0.0009
     8   -422.404262     4.0436   0.0009
     9   -422.403021     4.8220   0.0002
     10  -422.401851     5.5566   0.0001
     11  -422.401846     5.5595   0.0001
     12  -422.401374     5.8556   0.0000
     13  -422.401273     5.9190   0.0000
     14  -422.399760     6.8687   0.0000
     15  -422.399021     7.3320   0.0000
     16  -422.398704     7.5309   0.0000
     17  -422.395225     9.7143   0.0000
     18  -422.395199     9.7306   0.0000
     19  -422.394451     ******   0.0000
     20  -422.394385     ******   0.0000
     21  -422.393171     ******   0.0000
     22  -422.391967     ******   0.0000
     23  -422.391919     ******   0.0000
     24  -422.391032     ******   0.0000
     25  -422.390612     ******   0.0000
     26  -422.390122     ******   0.0000
     27  -422.389912     ******   0.0000
     28  -422.389087     ******   0.0000
     29  -422.387453     ******   0.0000
     30  -422.387187     ******   0.0000
     31  -422.386867     ******   0.0000
     32  -422.386703     ******   0.0000
     33  -422.386338     ******   0.0000
     34  -422.385741     ******   0.0000
     35  -422.385518     ******   0.0000
     36  -422.383650     ******   0.0000
     37  -422.383596     ******   0.0000
     38  -422.382858     ******   0.0000
     39  -422.382319     ******   0.0000
     40  -422.381755     ******   0.0000
     41  -422.381585     ******   0.0000
     42  -422.380687     ******   0.0000
     43  -422.380064     ******   0.0000
     44  -422.379580     ******   0.0000
     45  -422.378592     ******   0.0000
     46  -422.378131     ******   0.0000
     47  -422.377867     ******   0.0000
     48  -422.377697     ******   0.0000
     49  -422.375885     ******   0.0000
     50  -422.375207     ******   0.0000
     51  -422.365270     ******   0.0000
