   #           Energy [Eh]      SASA
No   1     -305.4261827259     3752.6
No   2     -305.4229908116     3859.4
No   3     -305.4265979241     3799.4
No   4     -305.4112673303     3709.3
No   5     -305.4111605951     3749.8
No   6     -305.4242636974     3640.2
No   7     -305.4169036212     3777.5
No   8     -305.4148084765     3753.4
No   9     -305.4101928293     4128.5
No  10     -305.4156985560     3693.6
No  11     -305.4188932242     3901.5
No  12     -305.4099401450     3889.0
No  13     -305.4111585506     3656.3
No  14     -305.3977980943     4049.7
No  15     -305.4186135186     3968.3
No  16     -305.4023864404     3828.5
No  17     -305.4173680538     3847.2
No  18     -305.4212166852     3866.7
No  19     -305.4115107791     3682.7
No  20     -305.4176375462     4001.1
