  cluster  E_norm [Eh]  De [kcal]    p
     1   -473.352804     0.0000   0.6946
     2   -473.351068     1.0899   0.1104
     3   -473.350896     1.1978   0.0920
     4   -473.350741     1.2946   0.0781
     5   -473.349021     2.3742   0.0126
     6   -473.348927     2.4333   0.0114
     7   -473.346087     4.2152   0.0006
     8   -473.345086     4.8432   0.0002
     9   -473.343461     5.8630   0.0000
     10  -473.343403     5.8997   0.0000
     11  -473.341447     7.1270   0.0000
     12  -473.341387     7.1648   0.0000
     13  -473.340869     7.4893   0.0000
     14  -473.339824     8.1453   0.0000
     15  -473.339629     8.2676   0.0000
     16  -473.339342     8.4481   0.0000
     17  -473.339104     8.5970   0.0000
     18  -473.338828     8.7706   0.0000
     19  -473.337849     9.3849   0.0000
     20  -473.336764     ******   0.0000
     21  -473.336572     ******   0.0000
     22  -473.336556     ******   0.0000
     23  -473.336541     ******   0.0000
     24  -473.335931     ******   0.0000
     25  -473.335547     ******   0.0000
     26  -473.335119     ******   0.0000
     27  -473.334893     ******   0.0000
     28  -473.334786     ******   0.0000
     29  -473.334744     ******   0.0000
     30  -473.334612     ******   0.0000
     31  -473.334247     ******   0.0000
     32  -473.334050     ******   0.0000
     33  -473.333832     ******   0.0000
     34  -473.332598     ******   0.0000
     35  -473.331979     ******   0.0000
     36  -473.331675     ******   0.0000
     37  -473.331646     ******   0.0000
     38  -473.331618     ******   0.0000
     39  -473.331309     ******   0.0000
     40  -473.330911     ******   0.0000
     41  -473.330893     ******   0.0000
     42  -473.330807     ******   0.0000
     43  -473.330527     ******   0.0000
     44  -473.330032     ******   0.0000
     45  -473.328448     ******   0.0000
     46  -473.328216     ******   0.0000
     47  -473.327796     ******   0.0000
     48  -473.327222     ******   0.0000
     49  -473.327008     ******   0.0000
     50  -473.326677     ******   0.0000
     51  -473.326472     ******   0.0000
     52  -473.326313     ******   0.0000
     53  -473.325587     ******   0.0000
     54  -473.325484     ******   0.0000
     55  -473.325136     ******   0.0000
     56  -473.325124     ******   0.0000
     57  -473.325117     ******   0.0000
     58  -473.324791     ******   0.0000
     59  -473.324592     ******   0.0000
     60  -473.324505     ******   0.0000
     61  -473.324329     ******   0.0000
     62  -473.324025     ******   0.0000
     63  -473.323889     ******   0.0000
     64  -473.323574     ******   0.0000
     65  -473.323394     ******   0.0000
     66  -473.322882     ******   0.0000
     67  -473.322199     ******   0.0000
     68  -473.322076     ******   0.0000
     69  -473.321976     ******   0.0000
     70  -473.321780     ******   0.0000
     71  -473.321361     ******   0.0000
     72  -473.321336     ******   0.0000
     73  -473.321136     ******   0.0000
     74  -473.320900     ******   0.0000
     75  -473.320810     ******   0.0000
     76  -473.320799     ******   0.0000
     77  -473.320701     ******   0.0000
     78  -473.320402     ******   0.0000
     79  -473.319599     ******   0.0000
     80  -473.319282     ******   0.0000
     81  -473.319221     ******   0.0000
     82  -473.318510     ******   0.0000
     83  -473.318273     ******   0.0000
     84  -473.318272     ******   0.0000
     85  -473.316440     ******   0.0000
     86  -473.316181     ******   0.0000
     87  -473.315710     ******   0.0000
     88  -473.315441     ******   0.0000
     89  -473.314796     ******   0.0000
     90  -473.314744     ******   0.0000
     91  -473.313273     ******   0.0000
     92  -473.312714     ******   0.0000
     93  -473.312556     ******   0.0000
     94  -473.312305     ******   0.0000
     95  -473.311154     ******   0.0000
     96  -473.310419     ******   0.0000
     97  -473.306766     ******   0.0000
     98  -473.305709     ******   0.0000
     99  -473.304461     ******   0.0000
     100  -473.304208     ******   0.0000
     101  -473.298028     ******   0.0000
     102  -473.294636     ******   0.0000
