  cluster  E_norm [Eh]  De [kcal]    p
     1   -178.131261     0.0000   0.7892
     2   -178.129829     0.8982   0.1733
     3   -178.128261     1.8826   0.0329
     4   -178.125754     3.4558   0.0023
     5   -178.125408     3.6730   0.0016
     6   -178.123753     4.7109   0.0003
     7   -178.123208     5.0530   0.0002
     8   -178.122935     5.2244   0.0001
     9   -178.122586     5.4433   0.0001
     10  -178.122475     5.5133   0.0001
     11  -178.120431     6.7958   0.0000
     12  -178.120388     6.8227   0.0000
     13  -178.116118     9.5023   0.0000
     14  -178.115630     9.8087   0.0000
     15  -178.114865     ******   0.0000
     16  -178.114545     ******   0.0000
     17  -178.113106     ******   0.0000
     18  -178.111804     ******   0.0000
     19  -178.111406     ******   0.0000
     20  -178.111046     ******   0.0000

Ensemble free energy [Eh]:     -178.1314843708
