  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.257922     0.0000   0.7978
     2   -127.255756     1.3592   0.0804
     3   -127.255735     1.3722   0.0787
     4   -127.254366     2.2310   0.0185
     5   -127.253678     2.6628   0.0089
     6   -127.253521     2.7612   0.0075
     7   -127.252901     3.1505   0.0039
     8   -127.252899     3.1517   0.0039
     9   -127.250288     4.7903   0.0002
     10  -127.248034     6.2049   0.0000
     11  -127.246347     7.2634   0.0000
     12  -127.246195     7.3588   0.0000
     13  -127.244771     8.2519   0.0000
     14  -127.243583     8.9976   0.0000
     15  -127.241345     ******   0.0000
     16  -127.239513     ******   0.0000
     17  -127.239089     ******   0.0000
     18  -127.238949     ******   0.0000
     19  -127.238077     ******   0.0000
     20  -127.237052     ******   0.0000

Ensemble free energy [Eh]:     -127.2581350406
