   #   Energy       Run. Aver.   Diff / au.
    1 -574.55739798  -0.91561540  -0.91561540
    2 -546.44543437  -1.35102347  -0.43540807
    3 -543.05775366  -1.33429084   0.01673262
    4 -543.85766832  -1.21320804   0.12108280
    5 -544.75906985  -1.11997562   0.09323242
    6 -546.89392393  -1.06302942   0.05694620
    7 -546.06425571  -1.02734843   0.03568099
    8 -545.02066166  -1.00303796   0.02431048
    9 -543.36149111  -0.98509942   0.01793854
   10 -542.31955940  -0.97121973   0.01387968
   11 -542.44198693  -0.96025035   0.01096938
   12 -541.73512728  -0.95125786   0.00899250
   13 -543.15792902  -0.94397531   0.00728255
   14 -542.66586823  -0.93779925   0.00617606
   15 -541.12924827  -0.93235718   0.00544207
   16 -542.11281361  -0.92773920   0.00461797
   17 -541.30908972  -0.92363765   0.00410155
   18 -539.06074624  -0.91982147   0.00381618
   19 -539.26441215  -0.91643909   0.00338238
   20 -539.93434140  -0.91347002   0.00296907
   21 -539.62405552  -0.91077985   0.00269017
   22 -539.12843956  -0.90831102   0.00246883
   23 -539.87236896  -0.90611804   0.00219298
   24 -539.29249306  -0.90408080   0.00203724
   25 -540.22486224  -0.90227220   0.00180860
   26 -541.66979646  -0.90070008   0.00157212
   27 -542.49984246  -0.89930216   0.00139792
   28 -542.59194371  -0.89801556   0.00128660
   29 -541.17402863  -0.89674361   0.00127195
   30 -541.86834015  -0.89559383   0.00114978
   31 -541.35258088  -0.89449565   0.00109818
   32 -541.51481729  -0.89347580   0.00101985
   33 -541.75923905  -0.89253194   0.00094386
   34 -541.96321115  -0.89165540   0.00087655
   35 -542.59532334  -0.89085964   0.00079575
   36 -542.44509036  -0.89010369   0.00075595
   37 -542.69369078  -0.88940039   0.00070331
   38 -542.87843704  -0.88874323   0.00065716
   39 -541.52090196  -0.88806549   0.00067774
   40 -541.27742536  -0.88741142   0.00065407
   41 -543.08566102  -0.88686011   0.00055130
   42 -543.32838692  -0.88634672   0.00051340
   43 -542.01798679  -0.88580952   0.00053720
   44 -541.71514400  -0.88528523   0.00052429
   45 -541.70346499  -0.88478411   0.00050112
   46 -541.58027359  -0.88430102   0.00048309
   47 -541.45234373  -0.88383453   0.00046649
   48 -541.26785077  -0.88338170   0.00045283
   49 -541.17880423  -0.88294474   0.00043697
   50 -540.94859812  -0.88251823   0.00042651
   51 -540.89675297  -0.88210703   0.00041120
   52 -541.85850275  -0.88174142   0.00036561
   53 -541.65817665  -0.88138444   0.00035698
   54 -542.19178395  -0.88105659   0.00032785
   55 -542.13488140  -0.88073954   0.00031705
   56 -542.16111750  -0.88043476   0.00030478
   57 -542.08305870  -0.88013870   0.00029606
   58 -542.50392223  -0.87986457   0.00027413
   59 -542.75069333  -0.87960676   0.00025781
   60 -543.03986953  -0.87936550   0.00024126
