  cluster  E_norm [Eh]  De [kcal]    p
     1   -356.361957     0.0000   0.5926
     2   -356.361279     0.4249   0.2893
     3   -356.359710     1.4096   0.0549
     4   -356.359709     1.4103   0.0548
     5   -356.357642     2.7075   0.0061
     6   -356.356546     3.3955   0.0019
     7   -356.354297     4.8064   0.0002
     8   -356.353382     5.3810   0.0001
     9   -356.353007     5.6162   0.0000
     10  -356.352244     6.0946   0.0000
     11  -356.351940     6.2852   0.0000
     12  -356.351118     6.8013   0.0000
     13  -356.350175     7.3934   0.0000
     14  -356.348650     8.3502   0.0000
     15  -356.346916     9.4381   0.0000
     16  -356.346006     ******   0.0000
     17  -356.345573     ******   0.0000
     18  -356.343266     ******   0.0000
     19  -356.340604     ******   0.0000
     20  -356.339604     ******   0.0000

Ensemble free energy [Eh]:     -356.3624506393
