   #           Energy [Eh]      SASA
No   1     -229.0716822631     3142.1
No   2     -229.0747243367     3261.9
No   3     -229.0791451393     3059.9
No   4     -229.0712330079     3294.0
No   5     -229.0773977650     3236.8
No   6     -229.0722494632     3125.3
No   7     -229.0763381588     3164.4
No   8     -229.0689383805     3154.4
No   9     -229.0671898820     3357.6
No  10     -229.0739246465     3060.6
No  11     -229.0715120101     3078.1
No  12     -229.0752216691     3001.0
No  13     -229.0774890626     3192.7
No  14     -229.0669164078     3159.3
No  15     -229.0625332411     3053.3
No  16     -229.0698879778     3488.1
No  17     -229.0716121527     2949.3
No  18     -229.0683487670     3222.4
No  19     -229.0756490106     3047.4
No  20     -229.0652941974     3081.1
