   #   Energy       Run. Aver.   Diff / au.
    1 -574.55796760  -0.91561631  -0.91561631
    2 -546.44162206  -1.35102134  -0.43540503
    3 -543.11536703  -1.33431901   0.01670232
    4 -543.87697121  -1.21324444   0.12107458
    5 -545.60500324  -1.12027600   0.09296844
    6 -546.87887788  -1.06331974   0.05695626
    7 -546.07416305  -1.02759809   0.03572165
    8 -545.01235269  -1.00324967   0.02434842
    9 -543.37865750  -0.98528643   0.01796324
   10 -542.37325502  -0.97139413   0.01389230
   11 -542.48617469  -0.96041415   0.01097998
   12 -541.54587204  -0.95138199   0.00903216
   13 -539.14405676  -0.94359480   0.00778719
   14 -540.83642890  -0.93720163   0.00639317
   15 -541.39073134  -0.93181271   0.00538892
   16 -542.43114751  -0.92726379   0.00454892
   17 -542.34699374  -0.92329156   0.00397223
   18 -541.51245519  -0.91971885   0.00357271
   19 -541.38023391  -0.91653215   0.00318670
   20 -541.87217151  -0.91372261   0.00280953
   21 -540.90766332  -0.91112542   0.00259719
   22 -539.75754963  -0.90869068   0.00243474
   23 -539.51142089  -0.90645767   0.00223301
   24 -540.27985168  -0.90447017   0.00198750
   25 -540.08911631  -0.90263933   0.00183084
   26 -539.77924502  -0.90093636   0.00170297
   27 -539.46392258  -0.89934565   0.00159070
   28 -541.08532798  -0.89796487   0.00138079
   29 -541.68738181  -0.89671963   0.00124524
   30 -541.33773399  -0.89554335   0.00117628
