   #   Energy       Run. Aver.   Diff / au.
    1 -422.75896743  -0.67370923  -0.67370923
    2 -378.86215254  -0.97558683  -0.30187760
    3 -368.08451492  -0.94654374   0.02904309
    4 -372.03468049  -0.85086576   0.09567797
    5 -375.32599392  -0.78118101   0.06968475
    6 -376.79609311  -0.73944717   0.04173384
    7 -377.72203468  -0.71384107   0.02560610
    8 -375.00036752  -0.69611031   0.01773076
    9 -376.20290386  -0.68340768   0.01270263
   10 -381.41966308  -0.67457974   0.00882795
   11 -382.60286400  -0.66788053   0.00669921
   12 -386.41083184  -0.66298095   0.00489958
   13 -388.89772148  -0.65927844   0.00370251
   14 -387.73590092  -0.65605812   0.00322032
   15 -387.72054919  -0.65329769   0.00276043
   16 -388.62816020  -0.65100145   0.00229624
   17 -387.18374046  -0.64886726   0.00213419
   18 -387.94039964  -0.64704620   0.00182106
   19 -388.09938368  -0.64544664   0.00159956
   20 -390.30208371  -0.64419363   0.00125302
   21 -391.61525948  -0.64317610   0.00101753
   22 -390.95797137  -0.64221417   0.00096193
   23 -389.22532453  -0.64121825   0.00099592
   24 -389.62068619  -0.64033016   0.00088809
   25 -393.58284823  -0.63976999   0.00056016
   26 -393.48690123  -0.63925965   0.00051034
   27 -394.39758425  -0.63884271   0.00041694
   28 -396.33450152  -0.63856912   0.00027359
   29 -398.18345523  -0.63842094   0.00014817
   30 -397.64162084  -0.63825805   0.00016290
   31 -397.12747268  -0.63807875   0.00017929
   32 -398.24714520  -0.63796591   0.00011284
   33 -397.94579605  -0.63784737   0.00011854
   34 -396.01942268  -0.63764535   0.00020203
   35 -396.14457897  -0.63745818   0.00018717
   36 -396.92933549  -0.63731656   0.00014162
   37 -396.34848946  -0.63715881   0.00015775
   38 -396.68086758  -0.63702288   0.00013593
   39 -395.72290430  -0.63685533   0.00016755
   40 -394.98117816  -0.63666582   0.00018951
   41 -394.99901494  -0.63648572   0.00018011
   42 -396.01437664  -0.63635293   0.00013278
   43 -395.61042978  -0.63621246   0.00014048
   44 -393.60902847  -0.63600571   0.00020675
   45 -394.07630640  -0.63582322   0.00018249
   46 -395.14457996  -0.63568620   0.00013702
   47 -395.67170797  -0.63557386   0.00011235
   48 -395.13945946  -0.63544903   0.00012482
   49 -396.04321844  -0.63535844   0.00009059
   50 -395.05552998  -0.63524068   0.00011776
   51 -395.50436450  -0.63514103   0.00009965
   52 -395.48460976  -0.63504496   0.00009608
   53 -395.41042737  -0.63495034   0.00009461
   54 -395.00529915  -0.63484731   0.00010304
   55 -396.24142556  -0.63478368   0.00006363
   56 -395.64917908  -0.63470618   0.00007750
   57 -396.93002960  -0.63466696   0.00003922
   58 -396.91016926  -0.63462920   0.00003775
   59 -396.39814352  -0.63457893   0.00005028
   60 -398.18411554  -0.63457755   0.00000137
   61 -397.63446805  -0.63456266   0.00001489
   62 -398.76886065  -0.63457720  -0.00001453
   63 -398.48350596  -0.63458452  -0.00000732
   64 -395.68545132  -0.63452182   0.00006269
   65 -395.74017795  -0.63446132   0.00006050
   66 -397.11833912  -0.63443597   0.00002536
   67 -397.03981491  -0.63441002   0.00002594
   68 -396.28019549  -0.63436703   0.00004299
   69 -397.39738861  -0.63435085   0.00001619
   70 -397.31175924  -0.63433355   0.00001729
