   #   Energy       Run. Aver.   Diff / au.
    1 -574.55731195  -0.91561526  -0.91561526
    2 -546.45142729  -1.35102810  -0.43541284
    3 -543.14121152  -1.33433986   0.01668825
    4 -543.80853774  -1.21323633   0.12110353
    5 -545.96104821  -1.12037720   0.09285913
    6 -546.84746983  -1.06341395   0.05696325
    7 -546.08918668  -1.02768126   0.03573268
    8 -545.02656344  -1.00332390   0.02435737
    9 -542.49665802  -0.98519524   0.01812866
   10 -543.53412276  -0.97148052   0.01371472
   11 -543.52282720  -0.96065901   0.01082151
   12 -543.11453831  -0.95182797   0.00883104
   13 -543.06837338  -0.94450300   0.00732497
   14 -542.02951791  -0.93821379   0.00628922
   15 -541.90233266  -0.93281867   0.00539512
   16 -540.85767161  -0.92804978   0.00476889
   17 -540.97444929  -0.92388971   0.00416006
   18 -541.26562664  -0.92025148   0.00363823
   19 -541.22711590  -0.91702045   0.00323103
   20 -543.38076562  -0.91430449   0.00271596
   21 -542.66478093  -0.91181739   0.00248710
   22 -543.54591496  -0.90963061   0.00218677
   23 -543.50884300  -0.90764448   0.00198613
   24 -543.84003461  -0.90585421   0.00179027
   25 -541.64940471  -0.90407536   0.00177885
   26 -542.53951219  -0.90248834   0.00158702
   27 -541.74803199  -0.90097927   0.00150907
   28 -542.28721153  -0.89961145   0.00136781
   29 -541.85278500  -0.89831897   0.00129248
   30 -541.76398768  -0.89711045   0.00120852
   31 -541.40199697  -0.89596400   0.00114645
   32 -542.44980491  -0.89494332   0.00102068
   33 -542.77190876  -0.89400386   0.00093945
   34 -543.25366120  -0.89314464   0.00085922
   35 -543.29488511  -0.89233868   0.00080596
   36 -543.12722573  -0.89157156   0.00076712
   37 -542.04626839  -0.89080040   0.00077116
   38 -542.84980481  -0.89010341   0.00069698
   39 -542.76519228  -0.88944061   0.00066280
   40 -542.45965723  -0.88879964   0.00064098
   41 -542.01834796  -0.88817331   0.00062633
   42 -542.39789745  -0.88759156   0.00058175
   43 -542.27405990  -0.88703331   0.00055825
   44 -542.55776883  -0.88651124   0.00052206
   45 -542.68728223  -0.88601777   0.00049347
   46 -542.66383749  -0.88554557   0.00047221
   47 -542.57677600  -0.88509096   0.00045461
   48 -542.54661224  -0.88465465   0.00043630
   49 -543.29898954  -0.88426100   0.00039365
   50 -543.23261551  -0.88388183   0.00037917
   51 -543.57116586  -0.88352839   0.00035344
   52 -543.41206048  -0.88318417   0.00034422
   53 -543.06997654  -0.88284282   0.00034135
   54 -543.16346104  -0.88251693   0.00032589
   55 -543.11823448  -0.88220186   0.00031507
   56 -543.02578649  -0.88189560   0.00030626
   57 -542.58720384  -0.88158798   0.00030762
