   #   Energy       Run. Aver.   Diff / au.
    1 -423.63370257  -0.67510321  -0.67510321
    2 -379.22204195  -0.97726757  -0.30216436
    3 -366.73561864  -0.94704328   0.03022429
    4 -370.96118432  -0.85051744   0.09652584
    5 -374.69805532  -0.78053265   0.06998480
    6 -375.77960973  -0.73858688   0.04194576
    7 -381.41564040  -0.71391428   0.02467260
    8 -385.18270957  -0.69831938   0.01559490
    9 -380.85440411  -0.68643224   0.01188714
   10 -379.63651815  -0.67709923   0.00933301
   11 -381.12455000  -0.66991090   0.00718833
   12 -380.95988079  -0.66407747   0.00583342
   13 -384.68432385  -0.65970228   0.00437519
   14 -388.64561587  -0.65650719   0.00319509
   15 -386.12818365  -0.65354933   0.00295786
   16 -391.29052340  -0.65149019   0.00205913
   17 -391.48919100  -0.64974480   0.00174539
   18 -390.64669608  -0.64813618   0.00160862
   19 -393.15562952  -0.64691453   0.00122166
   20 -390.11995556  -0.64559250   0.00132203
   21 -391.48524737  -0.64449521   0.00109729
   22 -393.08041042  -0.64362343   0.00087178
   23 -391.88342140  -0.64275433   0.00086910
   24 -393.36668628  -0.64205626   0.00069807
   25 -392.35226657  -0.64135621   0.00070005
   26 -392.48586695  -0.64071812   0.00063809
   27 -393.05334131  -0.64016309   0.00055503
   28 -392.11937887  -0.63959751   0.00056558
   29 -394.81340373  -0.63921861   0.00037889
   30 -394.27987569  -0.63884286   0.00037575
   31 -394.50564667  -0.63850306   0.00033980
   32 -392.92374243  -0.63810684   0.00039622
   33 -391.78489578  -0.63767792   0.00042891
   34 -390.89366850  -0.63723150   0.00044642
   35 -392.38659470  -0.63687807   0.00035343
   36 -392.21971401  -0.63653947   0.00033860
   37 -392.43691633  -0.63622893   0.00031054
   38 -392.46465097  -0.63593663   0.00029230
   39 -392.82008266  -0.63567431   0.00026232
   40 -392.48942958  -0.63541269   0.00026162
   41 -394.46696319  -0.63524071   0.00017198
   42 -395.69544895  -0.63512566   0.00011505
   43 -398.07682164  -0.63510554   0.00002012
   44 -397.67180219  -0.63507383   0.00003171
   45 -397.32625164  -0.63503103   0.00004280
   46 -398.61212127  -0.63503440  -0.00000337
   47 -397.78192204  -0.63501046   0.00002394
   48 -397.69229814  -0.63498397   0.00002649
   49 -397.72666872  -0.63495963   0.00002434
   50 -398.08672889  -0.63494778   0.00001185
   51 -399.12670165  -0.63496914  -0.00002136
   52 -399.00001355  -0.63498643  -0.00001729
   53 -399.12672596  -0.63500680  -0.00002037
   54 -398.89832200  -0.63501973  -0.00001293
   55 -398.60977088  -0.63502370  -0.00000397
   56 -398.76390203  -0.63503176  -0.00000805
   57 -398.76908053  -0.63503974  -0.00000799
   58 -398.29751664  -0.63503449   0.00000525
   59 -397.88257644  -0.63501799   0.00001650
   60 -398.21764220  -0.63501075   0.00000724
   61 -398.56675975  -0.63501302  -0.00000227
   62 -398.77009156  -0.63502060  -0.00000758
   63 -399.66114145  -0.63505056  -0.00002996
   64 -399.43989625  -0.63507443  -0.00002386
   65 -399.87441021  -0.63510812  -0.00003369
   66 -399.34615664  -0.63512818  -0.00002006
   67 -400.16832630  -0.63516699  -0.00003882
   68 -399.62120516  -0.63519212  -0.00002513
   69 -399.34820255  -0.63521002  -0.00001790
   70 -400.06342010  -0.63524358  -0.00003356
   71 -399.81626498  -0.63527087  -0.00002729
   72 -399.31745614  -0.63528628  -0.00001541
   73 -399.22131319  -0.63529900  -0.00001272
   74 -399.07985602  -0.63530830  -0.00000930
   75 -399.23567008  -0.63532061  -0.00001231
   76 -399.56555482  -0.63533955  -0.00001895
   77 -400.31114743  -0.63537352  -0.00003397
   78 -399.68476168  -0.63539402  -0.00002049
   79 -399.95200960  -0.63541922  -0.00002520
   80 -400.36628422  -0.63545209  -0.00003288
   81 -400.49084140  -0.63548670  -0.00003461
   82 -400.63399156  -0.63552327  -0.00003657
   83 -400.67635501  -0.63555980  -0.00003653
   84 -401.25388063  -0.63560641  -0.00004661
   85 -401.27417364  -0.63565243  -0.00004601
   86 -401.18838425  -0.63569577  -0.00004335
   87 -400.85098338  -0.63573191  -0.00003614
   88 -399.30071788  -0.63573908  -0.00000716
   89 -399.86228387  -0.63575581  -0.00001673
   90 -400.87523876  -0.63579021  -0.00003440
