   #   Energy       Run. Aver.   Diff / au.
    1 -423.75106631  -0.67529024  -0.67529024
    2 -377.07441509  -0.97574337  -0.30045313
    3 -365.35507172  -0.94472339   0.03101998
    4 -370.67136693  -0.84846314   0.09626025
    5 -374.54896843  -0.77889480   0.06956834
    6 -375.81753747  -0.73730150   0.04159331
    7 -381.54210224  -0.71289167   0.02440983
    8 -385.11635122  -0.69744422   0.01544745
    9 -380.61042992  -0.68562751   0.01181671
   10 -379.29900439  -0.67632822   0.00929928
   11 -380.70746410  -0.66915262   0.00717560
   12 -385.68657930  -0.66401115   0.00514147
   13 -389.61131462  -0.66029827   0.00371289
   14 -388.94374563  -0.65714184   0.00315642
   15 -385.96338963  -0.65412674   0.00301510
   16 -391.21305508  -0.65202023   0.00210651
   17 -391.46907963  -0.65023899   0.00178124
   18 -389.50463299  -0.64849981   0.00173918
   19 -391.18051442  -0.64708648   0.00141333
   20 -391.90872509  -0.64588881   0.00119768
   21 -392.19847590  -0.64483745   0.00105136
   22 -389.35751153  -0.64368253   0.00115492
   23 -390.10921202  -0.64267562   0.00100691
   24 -390.98588923  -0.64181700   0.00085862
   25 -390.88230247  -0.64102640   0.00079060
   26 -390.40134807  -0.64026975   0.00075665
   27 -392.49454007  -0.63969395   0.00057580
   28 -393.08518932  -0.63919935   0.00049460
   29 -394.06846491  -0.63879570   0.00040365
   30 -394.72204041  -0.63845670   0.00033899
   31 -395.41996998  -0.63817754   0.00027916
   32 -394.94597450  -0.63789410   0.00028345
   33 -395.27706068  -0.63764369   0.00025041
   34 -398.81096892  -0.63757462   0.00006907
   35 -398.05699505  -0.63748034   0.00009427
