   #           Energy [Eh]      SASA
No   1     -203.6272830012     2955.1
No   2     -203.6211818516     2641.9
No   3     -203.6195040891     2859.4
No   4     -203.6151654031     2809.0
No   5     -203.6209521825     2998.0
No   6     -203.6222251016     2942.4
No   7     -203.6184278731     2789.7
No   8     -203.6113393103     3014.6
No   9     -203.6078659413     2813.3
No  10     -203.6136188663     2895.3
No  11     -203.6136561426     2878.9
No  12     -203.6157608119     2764.8
No  13     -203.6156182415     2964.5
No  14     -203.6167096241     2882.7
No  15     -203.6125863145     2944.2
No  16     -203.6119980529     2769.4
No  17     -203.6068800297     2716.5
No  18     -203.6053528521     2775.3
No  19     -203.6059468585     2657.1
No  20     -203.6119046084     2955.8
