  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.237286     0.0000   0.9997
     2   -127.229007     5.1955   0.0002
     3   -127.228386     5.5847   0.0001
     4   -127.226865     6.5396   0.0000

Ensemble free energy [Eh]:     -127.2372864263
