   #   Energy       Run. Aver.   Diff / au.
    1 -574.55729627  -0.91561524  -0.91561524
    2 -546.43779661  -1.35101722  -0.43540198
    3 -543.03299669  -1.33427150   0.01674572
    4 -543.88309406  -1.21320039   0.12107111
    5 -545.72091973  -1.12027840   0.09292199
    6 -546.90524058  -1.06333648   0.05694192
    7 -546.03455539  -1.02760548   0.03573101
    8 -544.91128722  -1.00323483   0.02437065
    9 -543.35612726  -0.98526678   0.01796805
   10 -542.37103908  -0.97137561   0.01389117
   11 -542.45430171  -0.96039280   0.01098281
   12 -541.68335000  -0.95138044   0.00901236
   13 -540.57600854  -0.94377043   0.00761001
   14 -541.44215772  -0.93744632   0.00632411
   15 -542.10675764  -0.93212176   0.00532456
   16 -542.27866897  -0.92754236   0.00457940
   17 -542.03055374  -0.92352229   0.00402007
   18 -541.34907577  -0.91991964   0.00360265
   19 -540.65398280  -0.91665988   0.00325976
   20 -539.69994688  -0.91366722   0.00299266
   21 -540.44440974  -0.91102879   0.00263843
   22 -540.25474411  -0.90863259   0.00239621
   23 -540.27170242  -0.90645645   0.00217614
   24 -541.00050925  -0.90451922   0.00193723
   25 -541.78519329  -0.90279655   0.00172268
   26 -542.70973380  -0.90127130   0.00152524
   27 -542.83560303  -0.89987378   0.00139752
   28 -542.16835091  -0.89854267   0.00133111
   29 -542.77803239  -0.89733915   0.00120352
   30 -542.89603499  -0.89622639   0.00111276
