   #   Energy       Run. Aver.   Diff / au.
    1 -422.87402860  -0.67389259  -0.67389259
    2 -380.76204854  -0.97728403  -0.30339144
    3 -369.21243029  -0.94877897   0.02850506
    4 -367.85215432  -0.85101037   0.09776859
    5 -370.87989592  -0.77946151   0.07154886
    6 -372.39531745  -0.73653473   0.04292679
    7 -377.44532708  -0.71111128   0.02542345
    8 -380.03555116  -0.69474758   0.01636370
    9 -385.29339829  -0.68395788   0.01078969
   10 -381.54303651  -0.67528587   0.00867201
   11 -380.68735941  -0.66825914   0.00702673
   12 -379.22568769  -0.66234653   0.00591261
   13 -377.91139606  -0.65726814   0.00507839
   14 -381.69680020  -0.65340571   0.00386243
   15 -379.40305976  -0.64989565   0.00351006
   16 -382.34361628  -0.64713925   0.00275640
   17 -381.43884751  -0.64466665   0.00247260
   18 -378.00972607  -0.64218095   0.00248569
   19 -378.93097217  -0.64003349   0.00214746
   20 -389.69763553  -0.63897558   0.00105792
   21 -391.32061731  -0.63819346   0.00078212
   22 -391.75745693  -0.63752662   0.00066684
   23 -385.63298178  -0.63649844   0.00102818
   24 -388.28832706  -0.63571719   0.00078124
   25 -387.30193917  -0.63494545   0.00077174
   26 -388.53983066  -0.63430931   0.00063614
   27 -392.22156367  -0.63394262   0.00036669
   28 -391.99674253  -0.63359895   0.00034367
   29 -393.40478584  -0.63335715   0.00024180
   30 -393.09242735  -0.63311827   0.00023888
   31 -396.40496355  -0.63306518   0.00005309
   32 -395.98479039  -0.63300029   0.00006489
   33 -394.60631818  -0.63287241   0.00012788
   34 -397.32608570  -0.63287768  -0.00000527
   35 -397.61143620  -0.63289944  -0.00002176
   36 -397.73544187  -0.63292594  -0.00002650
   37 -397.15758978  -0.63292625  -0.00000031
   38 -396.87632628  -0.63291406   0.00001219
   39 -395.24892975  -0.63283567   0.00007839
   40 -396.44366666  -0.63280715   0.00002852
   41 -395.89376882  -0.63275986   0.00004729
   42 -396.56969658  -0.63274002   0.00001984
   43 -399.90815489  -0.63284547  -0.00010545
   44 -401.02707812  -0.63298950  -0.00014403
   45 -400.89544689  -0.63312332  -0.00013382
   46 -397.61361533  -0.63313741  -0.00001409
   47 -396.49988668  -0.63311059   0.00002682
   48 -397.11396014  -0.63310442   0.00000617
   49 -396.83794619  -0.63308995   0.00001447
   50 -396.78934807  -0.63307434   0.00001561
   51 -395.86173072  -0.63303034   0.00004400
   52 -396.12424856  -0.63299552   0.00003481
   53 -396.39529293  -0.63297035   0.00002518
   54 -396.68436054  -0.63295481   0.00001553
   55 -396.37904549  -0.63293117   0.00002364
   56 -396.78198708  -0.63291970   0.00001147
   57 -396.47371356  -0.63290022   0.00001948
   58 -395.90443449  -0.63286564   0.00003458
   59 -395.47168047  -0.63282028   0.00004536
   60 -396.57502595  -0.63280556   0.00001472
   61 -396.86981495  -0.63279953   0.00000603
   62 -397.20057734  -0.63280233  -0.00000280
   63 -397.30051567  -0.63280771  -0.00000538
   64 -397.73278726  -0.63282373  -0.00001602
   65 -394.95172185  -0.63277124   0.00005249
   66 -394.62199538  -0.63271133   0.00005990
   67 -393.91329124  -0.63263625   0.00007508
   68 -393.68906250  -0.63255790   0.00007835
   69 -394.35060414  -0.63249705   0.00006085
   70 -395.17501710  -0.63245696   0.00004009
