  cluster  E_norm [Eh]  De [kcal]    p
     1   -651.411165     0.0000   0.9544
     2   -651.408275     1.8140   0.0447
     3   -651.404300     4.3079   0.0007
     4   -651.402661     5.3365   0.0001
     5   -651.402517     5.4267   0.0001
     6   -651.401519     6.0532   0.0000
     7   -651.400713     6.5592   0.0000
     8   -651.400544     6.6648   0.0000
     9   -651.397295     8.7035   0.0000
     10  -651.396777     9.0291   0.0000
     11  -651.395391     9.8984   0.0000
     12  -651.393532     ******   0.0000
     13  -651.393328     ******   0.0000
     14  -651.392543     ******   0.0000
     15  -651.392121     ******   0.0000
     16  -651.391480     ******   0.0000
     17  -651.391364     ******   0.0000
     18  -651.390700     ******   0.0000
     19  -651.390627     ******   0.0000
     20  -651.390062     ******   0.0000

Ensemble free energy [Eh]:     -651.4112095269
