  cluster  E_norm [Eh]  De [kcal]    p
     1   -320.546984     0.0000   0.7645
     2   -320.545548     0.9013   0.1670
     3   -320.544668     1.4537   0.0657
     4   -320.540971     3.7734   0.0013
     5   -320.540969     3.7748   0.0013
     6   -320.538149     5.5442   0.0001
     7   -320.537947     5.6706   0.0001
     8   -320.535797     7.0197   0.0000
     9   -320.535123     7.4428   0.0000
     10  -320.534660     7.7332   0.0000
     11  -320.533008     8.7703   0.0000
     12  -320.532886     8.8465   0.0000
     13  -320.532064     9.3625   0.0000
     14  -320.532058     9.3662   0.0000
     15  -320.532051     9.3705   0.0000
     16  -320.532026     9.3860   0.0000
     17  -320.531966     9.4240   0.0000
     18  -320.530902     ******   0.0000
     19  -320.529688     ******   0.0000
     20  -320.529197     ******   0.0000
     21  -320.529094     ******   0.0000
     22  -320.528977     ******   0.0000
     23  -320.527865     ******   0.0000
     24  -320.527765     ******   0.0000
     25  -320.526848     ******   0.0000
     26  -320.526822     ******   0.0000
     27  -320.526794     ******   0.0000
     28  -320.526325     ******   0.0000
     29  -320.525958     ******   0.0000
     30  -320.523911     ******   0.0000
     31  -320.523795     ******   0.0000
     32  -320.523343     ******   0.0000
     33  -320.523129     ******   0.0000
     34  -320.522256     ******   0.0000
     35  -320.521915     ******   0.0000
     36  -320.521687     ******   0.0000
     37  -320.521302     ******   0.0000
     38  -320.520868     ******   0.0000
     39  -320.520374     ******   0.0000
     40  -320.520295     ******   0.0000
     41  -320.520209     ******   0.0000
     42  -320.519685     ******   0.0000
     43  -320.519521     ******   0.0000
     44  -320.518174     ******   0.0000
     45  -320.517326     ******   0.0000
     46  -320.517229     ******   0.0000
     47  -320.517064     ******   0.0000
     48  -320.516523     ******   0.0000
     49  -320.516485     ******   0.0000
     50  -320.514707     ******   0.0000
     51  -320.512087     ******   0.0000
     52  -320.511121     ******   0.0000
