  cluster  E_norm [Eh]  De [kcal]    p
     1   -524.052620     0.0000   0.8856
     2   -524.050487     1.3385   0.0925
     3   -524.048502     2.5841   0.0113
     4   -524.048135     2.8142   0.0077
     5   -524.047188     3.4088   0.0028
     6   -524.043612     5.6525   0.0001
     7   -524.043296     5.8510   0.0000
     8   -524.042326     6.4593   0.0000
     9   -524.041439     7.0160   0.0000
     10  -524.041033     7.2708   0.0000
     11  -524.039702     8.1061   0.0000
     12  -524.039309     8.3525   0.0000
     13  -524.038299     8.9867   0.0000
     14  -524.037821     9.2866   0.0000
     15  -524.037774     9.3157   0.0000
     16  -524.037696     9.3647   0.0000
     17  -524.037515     9.4783   0.0000
     18  -524.034805     ******   0.0000
     19  -524.034555     ******   0.0000
     20  -524.033094     ******   0.0000

Ensemble free energy [Eh]:     -524.0527345397
