  cluster  E_norm [Eh]  De [kcal]    p
     1   -152.673632     0.0000   0.6072
     2   -152.672590     0.6535   0.2015
     3   -152.672483     0.7209   0.1798
     4   -152.669246     2.7519   0.0058
     5   -152.668604     3.1548   0.0030
     6   -152.667673     3.7391   0.0011
     7   -152.667314     3.9643   0.0008
     8   -152.667053     4.1282   0.0006
     9   -152.666132     4.7060   0.0002
     10  -152.665123     5.3390   0.0001
     11  -152.664360     5.8178   0.0000
     12  -152.662744     6.8319   0.0000
     13  -152.659306     8.9897   0.0000
     14  -152.657430     ******   0.0000
     15  -152.657348     ******   0.0000
     16  -152.656707     ******   0.0000
     17  -152.656290     ******   0.0000
     18  -152.654442     ******   0.0000
     19  -152.653184     ******   0.0000
     20  -152.648162     ******   0.0000

Ensemble free energy [Eh]:     -152.6741029002
