  cluster  E_norm [Eh]  De [kcal]    p
     1   -305.490628     0.0000   0.5154
     2   -305.490364     0.1658   0.3896
     3   -305.488967     1.0423   0.0887
     4   -305.485441     3.2548   0.0021
     5   -305.485372     3.2982   0.0020
     6   -305.484598     3.7841   0.0009
     7   -305.484496     3.8484   0.0008
     8   -305.483171     4.6796   0.0002
     9   -305.482869     4.8687   0.0001
     10  -305.482069     5.3711   0.0001
     11  -305.482015     5.4047   0.0001
     12  -305.481446     5.7621   0.0000
     13  -305.478894     7.3632   0.0000
     14  -305.478290     7.7423   0.0000
     15  -305.477731     8.0934   0.0000
     16  -305.477012     8.5444   0.0000
     17  -305.475307     9.6144   0.0000
     18  -305.474591     ******   0.0000
     19  -305.474119     ******   0.0000
     20  -305.470262     ******   0.0000

Ensemble free energy [Eh]:     -305.4912540971
