  cluster  E_norm [Eh]  De [kcal]    p
     1   -142.305694     0.0000   0.9505
     2   -142.302331     2.1105   0.0270
     3   -142.301327     2.7408   0.0093
     4   -142.300712     3.1267   0.0049
     5   -142.299844     3.6709   0.0019
     6   -142.299622     3.8105   0.0015
     7   -142.299534     3.8657   0.0014
     8   -142.299423     3.9356   0.0012
     9   -142.299292     4.0178   0.0011
     10  -142.298681     4.4012   0.0006
     11  -142.297725     5.0007   0.0002
     12  -142.297347     5.2383   0.0001
     13  -142.297034     5.4342   0.0001
     14  -142.296680     5.6568   0.0001
     15  -142.296228     5.9404   0.0000
     16  -142.295786     6.2178   0.0000
     17  -142.294992     6.7159   0.0000
     18  -142.294602     6.9606   0.0000
     19  -142.294414     7.0788   0.0000
     20  -142.294376     7.1026   0.0000
     21  -142.294120     7.2633   0.0000
     22  -142.293604     7.5868   0.0000
     23  -142.293506     7.6485   0.0000
     24  -142.293276     7.7924   0.0000
     25  -142.292942     8.0026   0.0000
     26  -142.292754     8.1200   0.0000
     27  -142.292753     8.1209   0.0000
     28  -142.291742     8.7554   0.0000
     29  -142.291718     8.7701   0.0000
     30  -142.291686     8.7906   0.0000
     31  -142.291114     9.1491   0.0000
     32  -142.290981     9.2327   0.0000
     33  -142.290358     9.6240   0.0000
     34  -142.289932     9.8909   0.0000
     35  -142.289864     9.9338   0.0000
     36  -142.289265     ******   0.0000
     37  -142.288858     ******   0.0000
     38  -142.288522     ******   0.0000
     39  -142.288350     ******   0.0000
     40  -142.287684     ******   0.0000
     41  -142.287682     ******   0.0000
     42  -142.286882     ******   0.0000
     43  -142.286009     ******   0.0000
     44  -142.285792     ******   0.0000
     45  -142.285294     ******   0.0000
     46  -142.285185     ******   0.0000
     47  -142.283974     ******   0.0000
     48  -142.283166     ******   0.0000
     49  -142.283147     ******   0.0000
     50  -142.282672     ******   0.0000
     51  -142.281711     ******   0.0000
