  cluster  E_norm [Eh]  De [kcal]    p
     1   -243.929518     0.0000   0.9777
     2   -243.925250     2.6785   0.0106
     3   -243.924544     3.1211   0.0050
     4   -243.924293     3.2790   0.0039
     5   -243.923373     3.8563   0.0015
     6   -243.922143     4.6278   0.0004
     7   -243.921927     4.7637   0.0003
     8   -243.921488     5.0389   0.0002
     9   -243.921457     5.0582   0.0002
     10  -243.920262     5.8082   0.0001
     11  -243.919973     5.9899   0.0000
     12  -243.919695     6.1641   0.0000
     13  -243.919440     6.3238   0.0000
     14  -243.919261     6.4365   0.0000
     15  -243.919230     6.4558   0.0000
     16  -243.919144     6.5101   0.0000
     17  -243.919103     6.5359   0.0000
     18  -243.918937     6.6400   0.0000
     19  -243.918909     6.6575   0.0000
     20  -243.918794     6.7295   0.0000

Ensemble free energy [Eh]:     -243.9295394516
