  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.460891     0.0000   0.7981
     2   -127.459085     1.1331   0.1179
     3   -127.457286     2.2619   0.0175
     4   -127.457104     2.3763   0.0145
     5   -127.456971     2.4597   0.0126
     6   -127.456888     2.5115   0.0115
     7   -127.456867     2.5247   0.0113
     8   -127.455614     3.3112   0.0030
     9   -127.455319     3.4963   0.0022
     10  -127.455234     3.5494   0.0020
     11  -127.455138     3.6101   0.0018
     12  -127.454974     3.7127   0.0015
     13  -127.454758     3.8484   0.0012
     14  -127.454731     3.8650   0.0012
     15  -127.454407     4.0684   0.0008
     16  -127.454347     4.1064   0.0008
     17  -127.454282     4.1472   0.0007
     18  -127.454106     4.2576   0.0006
     19  -127.453800     4.4491   0.0004
     20  -127.453744     4.4845   0.0004

Ensemble free energy [Eh]:     -127.4611035479
