  cluster  E_norm [Eh]  De [kcal]    p
     1   -371.469680     0.0000   0.7003
     2   -371.468204     0.9262   0.1467
     3   -371.467549     1.3374   0.0733
     4   -371.467089     1.6263   0.0450
     5   -371.465911     2.3653   0.0129
     6   -371.465813     2.4268   0.0116
     7   -371.465287     2.7568   0.0067
     8   -371.463900     3.6274   0.0015
     9   -371.463316     3.9938   0.0008
     10  -371.462889     4.2618   0.0005
     11  -371.462634     4.4217   0.0004
     12  -371.460872     5.5276   0.0001
     13  -371.460189     5.9557   0.0000
     14  -371.460055     6.0403   0.0000
     15  -371.459645     6.2976   0.0000
     16  -371.459534     6.3672   0.0000
     17  -371.459407     6.4465   0.0000
     18  -371.458665     6.9123   0.0000
     19  -371.458551     6.9838   0.0000
     20  -371.458028     7.3120   0.0000

Ensemble free energy [Eh]:     -371.4700167585
