  cluster  E_norm [Eh]  De [kcal]    p
     1   -138.022518     0.0000   0.9824
     2   -138.018575     2.4740   0.0151
     3   -138.016348     3.8720   0.0014
     4   -138.015391     4.4725   0.0005
     5   -138.015150     4.6232   0.0004
     6   -138.013284     5.7945   0.0001
     7   -138.013202     5.8460   0.0001
     8   -138.011663     6.8116   0.0000
     9   -138.011301     7.0388   0.0000
     10  -138.011281     7.0511   0.0000
     11  -138.011226     7.0859   0.0000
     12  -138.011132     7.1447   0.0000
     13  -138.010904     7.2882   0.0000
     14  -138.010041     7.8295   0.0000
     15  -138.010035     7.8329   0.0000
     16  -138.009967     7.8758   0.0000
     17  -138.009862     7.9415   0.0000
     18  -138.009740     8.0182   0.0000
     19  -138.009708     8.0383   0.0000
     20  -138.009193     8.3614   0.0000
     21  -138.009061     8.4446   0.0000
     22  -138.008981     8.4947   0.0000
     23  -138.008970     8.5018   0.0000
     24  -138.008861     8.5698   0.0000
     25  -138.008637     8.7104   0.0000
     26  -138.008510     8.7902   0.0000
     27  -138.008168     9.0047   0.0000
     28  -138.008144     9.0196   0.0000
     29  -138.008082     9.0585   0.0000
     30  -138.007818     9.2242   0.0000
     31  -138.007765     9.2575   0.0000
     32  -138.007757     9.2625   0.0000
     33  -138.007733     9.2775   0.0000
     34  -138.007408     9.4819   0.0000
     35  -138.007039     9.7129   0.0000
     36  -138.007001     9.7369   0.0000
     37  -138.006874     9.8168   0.0000
     38  -138.006805     9.8598   0.0000
     39  -138.006801     9.8622   0.0000
     40  -138.006635     9.9666   0.0000
     41  -138.006624     9.9737   0.0000
     42  -138.006370     ******   0.0000
     43  -138.006232     ******   0.0000
     44  -138.006207     ******   0.0000
     45  -138.006151     ******   0.0000
     46  -138.006060     ******   0.0000
     47  -138.005928     ******   0.0000
     48  -138.005924     ******   0.0000
     49  -138.005846     ******   0.0000
     50  -138.005698     ******   0.0000
     51  -138.005666     ******   0.0000
     52  -138.005626     ******   0.0000
     53  -138.005334     ******   0.0000
     54  -138.005241     ******   0.0000
     55  -138.005240     ******   0.0000
     56  -138.004528     ******   0.0000
     57  -138.004357     ******   0.0000
     58  -138.004316     ******   0.0000
     59  -138.004239     ******   0.0000
     60  -138.004217     ******   0.0000
     61  -138.003946     ******   0.0000
     62  -138.003878     ******   0.0000
     63  -138.003776     ******   0.0000
     64  -138.003684     ******   0.0000
     65  -138.003545     ******   0.0000
     66  -138.003317     ******   0.0000
     67  -138.003299     ******   0.0000
     68  -138.003287     ******   0.0000
     69  -138.003250     ******   0.0000
     70  -138.003181     ******   0.0000
     71  -138.003073     ******   0.0000
     72  -138.002913     ******   0.0000
     73  -138.002763     ******   0.0000
     74  -138.002717     ******   0.0000
     75  -138.002673     ******   0.0000
     76  -138.002572     ******   0.0000
     77  -138.002453     ******   0.0000
     78  -138.002422     ******   0.0000
     79  -138.002370     ******   0.0000
     80  -138.002299     ******   0.0000
     81  -138.002214     ******   0.0000
     82  -138.002199     ******   0.0000
     83  -138.002112     ******   0.0000
     84  -138.002041     ******   0.0000
     85  -138.001904     ******   0.0000
     86  -138.001901     ******   0.0000
     87  -138.001607     ******   0.0000
     88  -138.001555     ******   0.0000
     89  -138.001530     ******   0.0000
     90  -138.001377     ******   0.0000
     91  -138.001293     ******   0.0000
     92  -138.001237     ******   0.0000
     93  -138.001046     ******   0.0000
     94  -138.001011     ******   0.0000
     95  -138.000952     ******   0.0000
     96  -138.000902     ******   0.0000
     97  -138.000825     ******   0.0000
     98  -138.000824     ******   0.0000
     99  -138.000823     ******   0.0000
     100  -138.000749     ******   0.0000
     101  -138.000714     ******   0.0000
     102  -138.000646     ******   0.0000
     103  -138.000535     ******   0.0000
     104  -138.000535     ******   0.0000
     105  -138.000328     ******   0.0000
     106  -138.000277     ******   0.0000
     107  -138.000070     ******   0.0000
     108  -138.000054     ******   0.0000
     109  -137.999994     ******   0.0000
     110  -137.999918     ******   0.0000
     111  -137.999882     ******   0.0000
     112  -137.999842     ******   0.0000
     113  -137.999838     ******   0.0000
     114  -137.999785     ******   0.0000
     115  -137.999680     ******   0.0000
     116  -137.999561     ******   0.0000
     117  -137.999556     ******   0.0000
     118  -137.999388     ******   0.0000
     119  -137.999303     ******   0.0000
     120  -137.998878     ******   0.0000
     121  -137.998862     ******   0.0000
     122  -137.998841     ******   0.0000
     123  -137.998809     ******   0.0000
     124  -137.998807     ******   0.0000
     125  -137.998747     ******   0.0000
     126  -137.998622     ******   0.0000
     127  -137.998564     ******   0.0000
     128  -137.998532     ******   0.0000
     129  -137.998260     ******   0.0000
     130  -137.998188     ******   0.0000
     131  -137.998021     ******   0.0000
     132  -137.997884     ******   0.0000
     133  -137.997666     ******   0.0000
     134  -137.997615     ******   0.0000
     135  -137.997580     ******   0.0000
     136  -137.997327     ******   0.0000
     137  -137.997325     ******   0.0000
     138  -137.996620     ******   0.0000
     139  -137.996559     ******   0.0000
     140  -137.996156     ******   0.0000
     141  -137.996116     ******   0.0000
     142  -137.996109     ******   0.0000
     143  -137.996091     ******   0.0000
     144  -137.996085     ******   0.0000
     145  -137.995957     ******   0.0000
     146  -137.995538     ******   0.0000
     147  -137.995525     ******   0.0000
     148  -137.995455     ******   0.0000
     149  -137.995419     ******   0.0000
     150  -137.993328     ******   0.0000
     151  -137.993145     ******   0.0000
     152  -137.991717     ******   0.0000
     153  -137.991295     ******   0.0000
     154  -137.991177     ******   0.0000
     155  -137.987884     ******   0.0000
