  cluster  E_norm [Eh]  De [kcal]    p
     1   -320.553499     0.0000   1.0000
     2   -320.541881     7.2905   0.0000
     3   -320.540453     8.1867   0.0000
     4   -320.539390     8.8536   0.0000
     5   -320.539240     8.9480   0.0000
     6   -320.539130     9.0171   0.0000
     7   -320.538801     9.2235   0.0000
     8   -320.538781     9.2356   0.0000
     9   -320.536295     ******   0.0000
     10  -320.536148     ******   0.0000
     11  -320.535419     ******   0.0000
     12  -320.535056     ******   0.0000
     13  -320.534340     ******   0.0000
     14  -320.534209     ******   0.0000
     15  -320.533677     ******   0.0000
     16  -320.531833     ******   0.0000
     17  -320.531232     ******   0.0000
     18  -320.530624     ******   0.0000
     19  -320.530031     ******   0.0000
     20  -320.529732     ******   0.0000

Ensemble free energy [Eh]:     -320.5534992453
