   #   Energy       Run. Aver.   Diff / au.
    1 -574.55744800  -0.91561548  -0.91561548
    2 -546.45895576  -1.35103432  -0.43541884
    3 -543.08448192  -1.33431587   0.01671845
    4 -543.80647811  -1.21320996   0.12110591
    5 -545.39969739  -1.12017672   0.09303324
    6 -546.92401893  -1.06323819   0.05693853
    7 -546.04922871  -1.02752505   0.03571314
    8 -545.01353958  -1.00318706   0.02433799
    9 -543.34731217  -0.98522639   0.01796068
   10 -542.32843577  -0.97133321   0.01389318
   11 -542.97312677  -0.96042923   0.01090397
   12 -540.77970731  -0.95130040   0.00912883
   13 -541.44386949  -0.94379397   0.00750643
   14 -541.28830444  -0.93745807   0.00633591
   15 -541.66778662  -0.93208530   0.00537277
   16 -542.56053497  -0.92753324   0.00455206
   17 -542.93786815  -0.92360037   0.00393287
   18 -542.12012167  -0.92006649   0.00353388
   19 -541.96870331  -0.91691289   0.00315360
   20 -542.11755450  -0.91410552   0.00280736
   21 -542.07588833  -0.91157885   0.00252667
   22 -541.55535826  -0.90925694   0.00232192
   23 -542.18455914  -0.90718942   0.00206752
   24 -540.34862635  -0.90518289   0.00200653
   25 -540.79408961  -0.90336772   0.00181517
   26 -540.75379931  -0.90169707   0.00167065
   27 -542.14830478  -0.90023783   0.00145924
   28 -539.94235505  -0.89876482   0.00147301
   29 -539.91205891  -0.89739126   0.00137356
   30 -540.76369712  -0.89615782   0.00123344
   31 -541.75091903  -0.89505923   0.00109859
   32 -542.29639872  -0.89406068   0.00099855
   33 -541.47529098  -0.89308603   0.00097465
   34 -542.23100641  -0.89220483   0.00088120
   35 -542.50662351  -0.89138921   0.00081562
   36 -541.12862820  -0.89055972   0.00082949
   37 -540.97897840  -0.88976825   0.00079147
   38 -541.61690532  -0.88904619   0.00072206
   39 -541.04501688  -0.88833957   0.00070662
   40 -541.04203466  -0.88766855   0.00067102
   41 -542.03604994  -0.88706976   0.00059879
   42 -542.92953504  -0.88653511   0.00053465
   43 -542.96765054  -0.88602823   0.00050688
   44 -543.00811583  -0.88554649   0.00048174
   45 -543.28130546  -0.88509639   0.00045010
   46 -542.96286982  -0.88465551   0.00044087
   47 -543.29680115  -0.88424492   0.00041059
   48 -543.00385857  -0.88384234   0.00040258
   49 -542.87242672  -0.88345208   0.00039026
   50 -542.76584075  -0.88307428   0.00037780
   51 -542.93474330  -0.88271682   0.00035746
   52 -542.66298579  -0.88236517   0.00035165
   53 -541.96198568  -0.88200582   0.00035935
   54 -542.87318956  -0.88168652   0.00031929
   55 -542.98244413  -0.88138274   0.00030379
   56 -543.39159011  -0.88110172   0.00028102
   57 -543.15306204  -0.88082429   0.00027743
   58 -542.82367803  -0.88054744   0.00027685
   59 -542.82687087  -0.88028008   0.00026737
   60 -542.85813212  -0.88002261   0.00025747
   61 -542.79874355  -0.87977219   0.00025041
   62 -542.23911669  -0.87951559   0.00025661
   63 -542.20920566  -0.87926627   0.00024932
   64 -542.80317823  -0.87903965   0.00022662
   65 -542.49107404  -0.87881270   0.00022695
   66 -542.28554787  -0.87858766   0.00022504
   67 -542.53828550  -0.87837537   0.00021228
   68 -543.20893466  -0.87818524   0.00019014
   69 -543.46234739  -0.87800679   0.00017845
   70 -543.28670744  -0.87782960   0.00017718
   71 -543.35288767  -0.87765891   0.00017069
   72 -544.26927649  -0.87751334   0.00014557
   73 -544.36641409  -0.87737422   0.00013912
   74 -543.78110566  -0.87722634   0.00014788
   75 -543.51319892  -0.87707659   0.00014975
   76 -543.37903388  -0.87692795   0.00014864
   77 -543.74101997  -0.87679068   0.00013728
   78 -543.72786919  -0.87665680   0.00013388
   79 -543.31901847  -0.87651810   0.00013869
   80 -543.24565414  -0.87638135   0.00013675
   81 -543.16165887  -0.87624635   0.00013500
   82 -543.03023223  -0.87611211   0.00013424
   83 -542.22537948  -0.87596567   0.00014645
   84 -542.21684844  -0.87582240   0.00014327
   85 -542.48919892  -0.87568764   0.00013476
   86 -542.29354820  -0.87555249   0.00013515
   87 -542.17790499  -0.87541833   0.00013416
   88 -542.56692630  -0.87529427   0.00012406
   89 -542.85606764  -0.87517829   0.00011598
   90 -542.59209962  -0.87506030   0.00011799
   91 -542.84702184  -0.87494935   0.00011095
   92 -542.72587135  -0.87483879   0.00011056
   93 -542.68054979  -0.87472983   0.00010896
   94 -542.49108219  -0.87462000   0.00010983
   95 -542.93502257  -0.87451992   0.00010008
   96 -542.80539844  -0.87441987   0.00010005
   97 -542.94731322  -0.87432422   0.00009565
   98 -542.74748997  -0.87422731   0.00009691
   99 -542.86387810  -0.87413422   0.00009309
  100 -542.94040868  -0.87404426   0.00008997
  101 -542.76038780  -0.87395326   0.00009100
  102 -543.14739479  -0.87387008   0.00008318
  103 -543.76592116  -0.87379817   0.00007191
  104 -544.08358664  -0.87373261   0.00006556
  105 -544.20746559  -0.87367025   0.00006237
  106 -544.28784520  -0.87361030   0.00005995
  107 -544.54473427  -0.87355531   0.00005498
  108 -544.62617128  -0.87350260   0.00005272
  109 -545.06832318  -0.87345733   0.00004526
  110 -543.99637606  -0.87339743   0.00005990
  111 -543.90052985  -0.87333710   0.00006033
  112 -543.57459235  -0.87327321   0.00006390
  113 -543.50566200  -0.87320944   0.00006377
  114 -543.60579254  -0.87314819   0.00006125
  115 -543.77187042  -0.87309033   0.00005786
  116 -543.40910252  -0.87302851   0.00006182
  117 -543.44376983  -0.87296819   0.00006032
  118 -543.01567181  -0.87290312   0.00006507
  119 -543.19186661  -0.87284147   0.00006165
  120 -543.56742861  -0.87278586   0.00005561
  121 -543.92227027  -0.87273589   0.00004997
  122 -543.69472889  -0.87268381   0.00005208
  123 -543.12472296  -0.87262518   0.00005863
  124 -543.17574755  -0.87256810   0.00005708
  125 -543.20803073  -0.87251235   0.00005575
  126 -543.26992295  -0.87245828   0.00005407
  127 -543.53064402  -0.87240835   0.00004993
  128 -544.02995420  -0.87236545   0.00004290
  129 -544.12471757  -0.87232444   0.00004101
  130 -544.45838222  -0.87228816   0.00003628
  131 -544.39616042  -0.87225172   0.00003644
  132 -544.23096444  -0.87221383   0.00003789
  133 -544.20351537  -0.87217618   0.00003766
  134 -544.12851470  -0.87213819   0.00003798
  135 -544.17676287  -0.87210134   0.00003685
  136 -543.32823641  -0.87205509   0.00004625
  137 -543.03584715  -0.87200605   0.00004904
  138 -543.03293267  -0.87195766   0.00004838
  139 -542.81895124  -0.87190753   0.00005014
  140 -542.42118127  -0.87185357   0.00005396
  141 -542.49906335  -0.87180122   0.00005234
  142 -542.49633425  -0.87174960   0.00005162
  143 -542.56959755  -0.87169952   0.00005008
  144 -542.80087283  -0.87165270   0.00004682
  145 -542.91309642  -0.87160779   0.00004491
  146 -542.83130346  -0.87156261   0.00004518
  147 -542.81989112  -0.87151792   0.00004469
  148 -542.85317527  -0.87147420   0.00004372
  149 -542.82147729  -0.87143073   0.00004347
  150 -542.79885889  -0.87138760   0.00004313
  151 -543.41021919  -0.87135150   0.00003610
  152 -544.17868099  -0.87132397   0.00002752
  153 -544.43990017  -0.87129958   0.00002439
  154 -544.27936451  -0.87127387   0.00002571
  155 -544.16963762  -0.87124735   0.00002652
  156 -544.11805611  -0.87122064   0.00002671
  157 -544.28701830  -0.87119599   0.00002466
  158 -544.52269316  -0.87117404   0.00002195
  159 -544.90182092  -0.87115618   0.00001786
  160 -545.03700382  -0.87113991   0.00001626
  161 -545.00773900  -0.87112357   0.00001634
  162 -545.10145557  -0.87110835   0.00001522
  163 -544.88920489  -0.87109125   0.00001710
  164 -544.85284409  -0.87107399   0.00001726
  165 -544.94497224  -0.87105783   0.00001616
  166 -545.02708992  -0.87104266   0.00001517
  167 -545.00087992  -0.87102743   0.00001523
  168 -545.01914044  -0.87101255   0.00001488
  169 -545.14906346  -0.87099908   0.00001347
  170 -545.21218026  -0.87098636   0.00001272
  171 -545.13664891  -0.87097310   0.00001327
  172 -545.02800631  -0.87095897   0.00001412
  173 -545.36384167  -0.87094810   0.00001087
  174 -545.46614005  -0.87093831   0.00000979
  175 -545.29651954  -0.87092710   0.00001122
  176 -545.12451616  -0.87091444   0.00001265
  177 -545.54243978  -0.87090569   0.00000876
  178 -545.68834619  -0.87089835   0.00000733
  179 -545.64224498  -0.87089070   0.00000765
  180 -545.57627437  -0.87088255   0.00000815
  181 -545.88346568  -0.87087719   0.00000536
  182 -545.75608754  -0.87087079   0.00000640
  183 -546.18026462  -0.87086815   0.00000264
  184 -546.14375178  -0.87086524   0.00000291
  185 -546.25561488  -0.87086332   0.00000192
  186 -546.32604855  -0.87086204   0.00000129
  187 -546.14384194  -0.87085921   0.00000282
  188 -545.81620616  -0.87085364   0.00000558
  189 -545.70565357  -0.87084717   0.00000647
  190 -545.85566014  -0.87084203   0.00000514
  191 -545.81226936  -0.87083658   0.00000545
  192 -545.91382315  -0.87083203   0.00000455
  193 -545.77515088  -0.87082639   0.00000564
  194 -545.65317756  -0.87081980   0.00000659
  195 -545.53198373  -0.87081229   0.00000752
  196 -545.50876276  -0.87080465   0.00000763
  197 -545.53899826  -0.87079734   0.00000731
  198 -545.58442899  -0.87079047   0.00000687
  199 -545.89798214  -0.87078618   0.00000429
  200 -545.45718138  -0.87077843   0.00000775
  201 -545.48456939  -0.87077096   0.00000747
  202 -545.42095264  -0.87076307   0.00000790
  203 -545.45829872  -0.87075554   0.00000753
  204 -545.47653359  -0.87074823   0.00000731
  205 -545.04709466  -0.87073766   0.00001057
  206 -544.97766064  -0.87072663   0.00001102
  207 -545.01026475  -0.87071596   0.00001067
  208 -545.03378785  -0.87070558   0.00001039
  209 -545.20636579  -0.87069661   0.00000897
  210 -545.09573518  -0.87068689   0.00000972
  211 -545.42874484  -0.87067978   0.00000711
  212 -545.51383984  -0.87067339   0.00000639
  213 -545.51389580  -0.87066706   0.00000633
  214 -545.50761133  -0.87066074   0.00000632
  215 -545.43076470  -0.87065391   0.00000683
  216 -545.62087500  -0.87064855   0.00000536
  217 -543.87166809  -0.87063040   0.00001815
  218 -543.59901142  -0.87061036   0.00002004
  219 -543.69265223  -0.87059117   0.00001918
  220 -543.20713605  -0.87056865   0.00002252
  221 -543.42188716  -0.87054787   0.00002078
  222 -543.44707478  -0.87052746   0.00002041
  223 -543.32910465  -0.87050639   0.00002107
  224 -542.94003582  -0.87048274   0.00002365
  225 -543.15681586  -0.87046083   0.00002192
  226 -543.00745201  -0.87043806   0.00002277
  227 -542.71976379  -0.87041347   0.00002459
  228 -542.93864669  -0.87039062   0.00002285
  229 -542.95510393  -0.87036809   0.00002253
  230 -543.33013132  -0.87034835   0.00001973
  231 -543.16828496  -0.87032768   0.00002067
  232 -543.07356672  -0.87030654   0.00002114
  233 -543.97515189  -0.87029174   0.00001480
  234 -544.40747107  -0.87028004   0.00001170
  235 -544.25790362  -0.87026744   0.00001260
  236 -544.23885118  -0.87025481   0.00001263
  237 -544.48079867  -0.87024391   0.00001090
  238 -544.38744970  -0.87023249   0.00001142
  239 -544.44059308  -0.87022152   0.00001097
  240 -544.48921452  -0.87021096   0.00001056
  241 -544.42448069  -0.87020006   0.00001090
  242 -544.47782301  -0.87018961   0.00001046
  243 -544.39882189  -0.87017872   0.00001089
  244 -543.97596493  -0.87016516   0.00001356
  245 -544.06617288  -0.87015229   0.00001287
  246 -544.31407844  -0.87014112   0.00001116
  247 -544.37044130  -0.87013042   0.00001070
  248 -544.30643269  -0.87011940   0.00001102
  249 -544.76394633  -0.87011139   0.00000801
  250 -544.87257992  -0.87010415   0.00000724
