   #           Energy [Eh]      SASA
No   1     -229.0413845106     3201.8
No   2     -229.0446862722     3062.0
No   3     -229.0545809138     3263.1
No   4     -229.0382972435     2982.5
No   5     -229.0398741166     3175.2
No   6     -229.0433921011     3252.0
No   7     -229.0323066819     3219.8
No   8     -229.0440674838     3246.6
No   9     -229.0319486716     3125.8
No  10     -229.0233931666     3163.6
No  11     -229.0280840958     2951.1
No  12     -229.0296854118     3126.8
No  13     -229.0356939007     3071.0
No  14     -229.0322988555     3061.1
No  15     -229.0438786034     2893.5
No  16     -229.0233214842     2974.3
No  17     -229.0327816776     2944.0
No  18     -229.0343149399     2965.3
No  19     -229.0301540165     3077.6
No  20     -229.0193433676     3106.8
