   #           Energy [Eh]      SASA
No   1     -229.0803545588     3196.6
No   2     -229.0768964959     3111.7
No   3     -229.0813964019     3192.8
No   4     -229.0776860495     2981.6
No   5     -229.0789477264     3108.1
No   6     -229.0589567322     3063.0
No   7     -229.0747500875     3081.5
No   8     -229.0698903303     3153.0
No   9     -229.0735465453     3220.7
No  10     -229.0733197337     2991.9
No  11     -229.0816761730     3040.0
No  12     -229.0737379969     2993.2
No  13     -229.0737769780     3011.7
No  14     -229.0781617733     3055.5
No  15     -229.0696127984     3248.6
No  16     -229.0713961604     2999.2
No  17     -229.0732127313     3169.2
No  18     -229.0716539201     3146.9
No  19     -229.0699720158     3119.7
No  20     -229.0744693332     3150.3
