   #   Energy       Run. Aver.   Diff / au.
    1 -574.55729627  -0.91561524  -0.91561524
    2 -546.43699813  -1.35101658  -0.43540135
    3 -543.02465161  -1.33426643   0.01675015
    4 -543.03192977  -1.21285638   0.12141005
    5 -541.55651075  -1.11860812   0.09424826
    6 -544.46471142  -1.06107533   0.05753279
    7 -545.17702207  -1.02538771   0.03568762
    8 -541.79583545  -1.00067911   0.02470860
    9 -541.48330649  -0.98262587   0.01805325
   10 -539.75046851  -0.96857266   0.01405321
   11 -540.62477054  -0.95756488   0.01100778
   12 -541.21221674  -0.94872353   0.00884135
   13 -539.95739232  -0.94125522   0.00746832
   14 -540.56581754  -0.93502113   0.00623408
   15 -541.99817091  -0.92985272   0.00516842
   16 -542.57570480  -0.92545448   0.00439824
   17 -541.55552901  -0.92152335   0.00393113
   18 -541.70026815  -0.91806778   0.00345557
   19 -541.74844700  -0.91500503   0.00306275
   20 -540.58736368  -0.91217568   0.00282935
   21 -540.10243929  -0.90959010   0.00258558
   22 -537.78671948  -0.90708291   0.00250719
   23 -537.39546684  -0.90477005   0.00231287
   24 -537.78183423  -0.90268367   0.00208638
   25 -541.64347795  -0.90101941   0.00166425
   26 -541.64700052  -0.89949963   0.00151978
   27 -541.48242124  -0.89808806   0.00141157
   28 -541.95677505  -0.89680818   0.00127988
   29 -541.55153327  -0.89559884   0.00120934
   30 -540.14672215  -0.89439785   0.00120099
   31 -540.22584892  -0.89327869   0.00111917
   32 -540.41772693  -0.89224158   0.00103711
   33 -540.78546637  -0.89128757   0.00095401
   34 -539.33224010  -0.89032401   0.00096356
   35 -539.00882392  -0.88940051   0.00092350
   36 -537.64018164  -0.88846885   0.00093166
   37 -538.10605623  -0.88760739   0.00086146
   38 -538.06329661  -0.88679132   0.00081607
   39 -536.77949318  -0.88596581   0.00082551
   40 -538.00878486  -0.88523031   0.00073550
   41 -538.29952187  -0.88454419   0.00068612
   42 -541.63059568  -0.88401831   0.00052588
   43 -543.35117529  -0.88358438   0.00043393
   44 -543.43934371  -0.88317545   0.00040892
   45 -543.09102136  -0.88277292   0.00040253
