   #           Energy [Eh]      SASA
No   1     -127.2174047929     2058.3
No   2     -127.2153243517     2167.6
No   3     -127.2195024417     2134.6
No   4     -127.2180009337     2168.1
No   5     -127.2109956590     2104.1
No   6     -127.2144112119     2168.9
No   7     -127.2145697723     2111.6
No   8     -127.2139099390     2156.6
No   9     -127.1979630186     2271.5
No  10     -127.2141915973     1991.3
No  11     -127.2047514079     2305.2
No  12     -127.2029107271     2289.0
No  13     -127.2144721148     2257.8
No  14     -127.2095847537     2200.6
No  15     -127.2106711638     2104.5
No  16     -127.2109256782     2085.8
No  17     -127.1973723302     2232.2
No  18     -127.2002411182     2250.1
No  19     -127.2198975405     2107.4
No  20     -127.2037984280     2241.9
