   #   Energy       Run. Aver.   Diff / au.
    1 -424.01485940  -0.67571062  -0.67571062
    2 -379.14317956  -0.97781214  -0.30210153
    3 -368.49512622  -0.94832004   0.02949211
    4 -367.66242346  -0.85034383   0.09797621
    5 -370.77512302  -0.77885336   0.07149047
    6 -372.59841661  -0.73609161   0.04276175
    7 -379.46748452  -0.71121539   0.02487621
    8 -377.04719023  -0.69431180   0.01690359
    9 -376.78558895  -0.68200409   0.01230771
   10 -375.27111757  -0.67237616   0.00962793
   11 -376.94673066  -0.66498514   0.00739103
   12 -374.47635379  -0.65868429   0.00630085
   13 -376.06035395  -0.65363084   0.00505345
   14 -377.01951338  -0.64949759   0.00413325
   15 -378.86155239  -0.64617248   0.00332511
   16 -381.72192512  -0.64359841   0.00257407
   17 -384.81848084  -0.64166163   0.00193678
   18 -385.64549410  -0.64004868   0.00161296
   19 -386.99119419  -0.63873541   0.00131326
   20 -386.12753041  -0.63749965   0.00123577
   21 -384.99894827  -0.63629962   0.00120003
   22 -386.41858720  -0.63531314   0.00098648
   23 -388.05896588  -0.63453539   0.00077775
   24 -387.26602560  -0.63377849   0.00075690
   25 -388.81422257  -0.63318167   0.00059682
